,neighborhood,current_cases,cases_per_100k,ds,ds_3_days_ago,new_cases_last_3_days,lat,long
2451,San Dimas,28.0,81.12,2020-04-29,2020-04-26,3.0,34.1067,-117.8067
2452,San Fernando,83.0,337.23,2020-04-29,2020-04-26,15.0,34.2819,-118.439
2453,San Francisquito Canyon/Bouquet Canyon,0.0,0.0,2020-04-29,2020-04-26,0.0,,
2454,San Gabriel,30.0,73.25,2020-04-29,2020-04-26,2.0,34.0968,-118.1057
2455,San Jose Hills,20.0,98.91,2020-04-29,2020-04-26,4.0,34.0592,-117.8426
2456,San Marino,11.0,82.85,2020-04-29,2020-04-26,0.0,34.1214,-118.1065
2457,San Pasqual,0.0,0.0,2020-04-29,2020-04-26,0.0,,
2458,San Pedro,271.0,347.27,2020-04-29,2020-04-26,114.0,33.7361,-118.2922
2459,Sand Canyon,0.0,0.0,2020-04-29,2020-04-26,0.0,,
2460,Santa Catalina Island,2.0,749.06,2020-04-29,2020-04-26,0.0,,
2461,Santa Clarita,357.0,161.96,2020-04-29,2020-04-26,51.0,34.3917,-118.5426
2462,Santa Fe Springs,18.0,98.02,2020-04-29,2020-04-26,1.0,33.9472,-118.0853
2463,Santa Monica,157.0,169.83,2020-04-29,2020-04-26,7.0,34.0242,-118.4965
2464,Santa Monica Mountains,13.0,69.81,2020-04-29,2020-04-26,4.0,34.1203,-118.9318
2465,Saugus,2.0,1290.32,2020-04-29,2020-04-26,0.0,,
2466,Saugus/Canyon Country,0.0,0.0,2020-04-29,2020-04-26,0.0,,
2467,Shadow Hills,9.0,202.61,2020-04-29,2020-04-26,-2.0,34.2575,-118.355
2468,Sherman Oaks,124.0,142.11,2020-04-29,2020-04-26,8.0,34.15,-118.4489
2469,Sierra Madre,5.0,45.5,2020-04-29,2020-04-26,0.0,34.1617,-118.0528
2470,Signal Hill,7.0,59.34,2020-04-29,2020-04-26,0.0,33.8045,-118.1678
2471,Silverlake,111.0,251.8,2020-04-29,2020-04-26,6.0,34.0869,-118.2702
2472,South Antelope Valley,0.0,0.0,2020-04-29,2020-04-26,0.0,,
2473,South Carthay,24.0,226.52,2020-04-29,2020-04-26,2.0,34.0561,-118.3734
2474,South Edwards,0.0,,2020-04-29,2020-04-26,0.0,,
2475,South El Monte,23.0,105.34,2020-04-29,2020-04-26,8.0,34.0493,-118.0469
2476,South Gate,233.0,237.38,2020-04-29,2020-04-26,20.0,33.955999999999996,-118.2113
2477,South Park,112.0,295.04,2020-04-29,2020-04-26,17.0,34.0418,-118.2639
2478,South Pasadena,74.0,284.04,2020-04-29,2020-04-26,14.0,34.1165,-118.1468
2479,South San Gabriel,9.0,101.72,2020-04-29,2020-04-26,2.0,34.0492,-118.0949
2480,South Whittier,63.0,106.38,2020-04-29,2020-04-26,3.0,33.9608,-118.0417
2481,Southeast Antelope Valley,0.0,0.0,2020-04-29,2020-04-26,0.0,,
2482,St Elmo Village,14.0,305.41,2020-04-29,2020-04-26,5.0,34.0431,-118.34299999999999
2483,Stevenson Ranch,16.0,76.31,2020-04-29,2020-04-26,0.0,34.3873,-118.5802
2484,Studio City,37.0,164.88,2020-04-29,2020-04-26,4.0,34.1413,-118.3878
2485,Sun Valley,115.0,219.12,2020-04-29,2020-04-26,24.0,34.2274,-118.3811
2486,Sun Village,4.0,66.27,2020-04-29,2020-04-26,0.0,,
2487,Sunland,79.0,387.1,2020-04-29,2020-04-26,17.0,34.266,-118.3114
2488,Sunrise Village,1.0,77.16,2020-04-29,2020-04-26,0.0,,
2489,Sycamore Square,0.0,0.0,2020-04-29,2020-04-26,0.0,,
2490,Sylmar,322.0,390.79,2020-04-29,2020-04-26,56.0,34.3058,-118.4572
2491,Tarzana,74.0,239.67,2020-04-29,2020-04-26,5.0,34.1509,-118.5517
2492,Temple City,48.0,131.67,2020-04-29,2020-04-26,2.0,34.1072,-118.0579
2493,Temple-Beaudry,151.0,382.45,2020-04-29,2020-04-26,23.0,34.0629,-118.2513
2494,Thai Town,12.0,122.34,2020-04-29,2020-04-26,0.0,34.1018,-118.3036
2495,Toluca Lake,9.0,103.4,2020-04-29,2020-04-26,0.0,34.1502,-118.355
2496,Toluca Terrace,2.0,153.14,2020-04-29,2020-04-26,1.0,,
2497,Toluca Woods,3.0,161.46,2020-04-29,2020-04-26,0.0,,
2498,Torrance,253.0,169.49,2020-04-29,2020-04-26,17.0,33.8408,-118.3454
2499,Tujunga,66.0,237.32,2020-04-29,2020-04-26,13.0,34.2633,-118.3027
2500,Twin Lakes/Oat Mountain,4.0,241.25,2020-04-29,2020-04-26,0.0,,
2501,Universal City,0.0,,2020-04-29,2020-04-26,0.0,,
2502,University Hills,7.0,204.14,2020-04-29,2020-04-26,3.0,,
2503,University Park,80.0,291.38,2020-04-29,2020-04-26,15.0,34.0315,-118.2797
2504,Val Verde,35.0,1057.72,2020-04-29,2020-04-26,28.0,,
2505,Valencia,5.0,162.76,2020-04-29,2020-04-26,1.0,,
2506,Valinda,28.0,119.81,2020-04-29,2020-04-26,2.0,34.0433,-117.9331
2507,Valley Glen,87.0,289.85,2020-04-29,2020-04-26,13.0,34.1838,-118.4172
2508,Valley Village,101.0,408.58,2020-04-29,2020-04-26,17.0,34.1633,-118.3842
2509,Van Nuys,277.0,297.23,2020-04-29,2020-04-26,40.0,34.1899,-118.4514
2510,Venice,47.0,138.7,2020-04-29,2020-04-26,4.0,33.9764,-118.4667
2511,Vermont Knolls,54.0,313.95,2020-04-29,2020-04-26,7.0,33.9293,-118.2893
2512,Vermont Square,38.0,496.28,2020-04-29,2020-04-26,2.0,34.0037,-118.3002
2513,Vermont Vista,109.0,264.65,2020-04-29,2020-04-26,18.0,33.9465,-118.2826
2514,Vernon,0.0,0.0,2020-04-29,2020-04-26,0.0,,
2515,Vernon Central,185.0,355.78,2020-04-29,2020-04-26,42.0,34.0043,-118.257
2516,Victoria Park,34.0,404.81,2020-04-29,2020-04-26,3.0,34.047,-118.3319
2517,View Heights,7.0,189.5,2020-04-29,2020-04-26,0.0,33.9844,-118.3477
2518,View Park/Windsor Hills,25.0,214.87,2020-04-29,2020-04-26,2.0,33.9943,-118.3447
2519,Walnut,23.0,75.33,2020-04-29,2020-04-26,1.0,34.0203,-117.8653
2520,Walnut Park,43.0,266.37,2020-04-29,2020-04-26,3.0,33.9689,-118.2224
2521,Watts,92.0,215.59,2020-04-29,2020-04-26,15.0,33.9386,-118.238
2522,Wellington Square,11.0,223.8,2020-04-29,2020-04-26,1.0,34.0392,-118.3343
2523,West Adams,111.0,401.74,2020-04-29,2020-04-26,10.0,34.0342,-118.3623
2524,West Antelope Valley,2.0,132.36,2020-04-29,2020-04-26,0.0,,
2525,West Carson,60.0,271.67,2020-04-29,2020-04-26,7.0,33.8206,-118.2934
2526,West Chatsworth,0.0,0.0,2020-04-29,2020-04-26,0.0,,
2527,West Covina,123.0,113.64,2020-04-29,2020-04-26,19.0,34.0686,-117.939
2528,West Hills,48.0,118.39,2020-04-29,2020-04-26,2.0,34.1973,-118.64399999999999
2529,West Hollywood,135.0,365.35,2020-04-29,2020-04-26,4.0,34.0907,-118.38600000000001
2530,West LA,17.0,1785.71,2020-04-29,2020-04-26,-2.0,,
2531,West Los Angeles,55.0,146.14,2020-04-29,2020-04-26,4.0,34.0399,-118.4422
2532,West Puente Valley,15.0,152.52,2020-04-29,2020-04-26,2.0,34.0561,-117.9685
2533,West Rancho Dominguez,2.0,147.17,2020-04-29,2020-04-26,0.0,,
2534,West Vernon,190.0,354.19,2020-04-29,2020-04-26,27.0,34.0039,-118.2301
2535,West Whittier/Los Nietos,31.0,115.13,2020-04-29,2020-04-26,1.0,33.976,-118.0691
2536,Westchester,66.0,127.9,2020-04-29,2020-04-26,8.0,33.9597,-118.4006
2537,Westfield/Academy Hills,0.0,0.0,2020-04-29,2020-04-26,0.0,,
2538,Westhills,0.0,0.0,2020-04-29,2020-04-26,0.0,,
2539,Westlake,236.0,397.61,2020-04-29,2020-04-26,24.0,34.1458,-118.8056
2540,Westlake Village,6.0,71.77,2020-04-29,2020-04-26,0.0,34.1466,-118.8074
2541,Westwood,47.0,86.86,2020-04-29,2020-04-26,4.0,34.0561,-118.4297
2542,White Fence Farms,2.0,54.3,2020-04-29,2020-04-26,0.0,,
2543,Whittier,117.0,132.14,2020-04-29,2020-04-26,14.0,33.9679,-118.0189
2544,Whittier Narrows,0.0,0.0,2020-04-29,2020-04-26,0.0,,
2545,Wholesale District,89.0,246.34,2020-04-29,2020-04-26,23.0,34.03,-118.2452
2546,Willowbrook,48.0,137.48,2020-04-29,2020-04-26,6.0,33.917,-118.2551
2547,Wilmington,88.0,155.79,2020-04-29,2020-04-26,15.0,33.78,-118.2617
2548,Wilshire Center,104.0,207.3,2020-04-29,2020-04-26,12.0,34.0642,-118.2984
2549,Winnetka,148.0,285.79,2020-04-29,2020-04-26,29.0,34.2059,-118.5754
2550,Wiseburn,7.0,116.14,2020-04-29,2020-04-26,2.0,,
2551,Woodland Hills,106.0,155.76,2020-04-29,2020-04-26,4.0,34.1659,-118.6104
2552,Acton,8.0,100.36,2020-04-28,2020-04-25,0.0,34.47,-118.1967
2553,Adams-Normandie,26.0,317.0,2020-04-28,2020-04-25,4.0,34.0343,-118.2993
2554,Agoura Hills,30.0,143.66,2020-04-28,2020-04-25,1.0,34.1364,-118.7745
2555,Agua Dulce,1.0,24.05,2020-04-28,2020-04-25,0.0,,
2556,Alhambra,82.0,94.55,2020-04-28,2020-04-25,14.0,34.0953,-118.12700000000001
2557,Alsace,26.0,208.92,2020-04-28,2020-04-25,1.0,33.9786,-118.4156
2558,Altadena,66.0,151.31,2020-04-28,2020-04-25,7.0,34.1902,-118.1313
2559,Anaverde,1.0,66.31,2020-04-28,2020-04-25,0.0,,
2560,Angeles National Forest,1.0,80.32,2020-04-28,2020-04-25,0.0,,
2561,Angelino Heights,6.0,239.81,2020-04-28,2020-04-25,0.0,34.0703,-118.2548
2562,Arcadia,41.0,64.06,2020-04-28,2020-04-25,3.0,34.1397,-118.0353
2563,Arleta,91.0,264.77,2020-04-28,2020-04-25,15.0,34.2419,-118.4256
2564,Artesia,13.0,77.4,2020-04-28,2020-04-25,0.0,33.8658,-118.0831
2565,Athens Village,13.0,265.47,2020-04-28,2020-04-25,0.0,33.92,-118.2812
2566,Athens-Westmont,92.0,216.77,2020-04-28,2020-04-25,9.0,33.9238,-118.3019
2567,Atwater Village,23.0,156.83,2020-04-28,2020-04-25,2.0,34.1173,-118.2614
2568,Avalon,0.0,0.0,2020-04-28,2020-04-25,0.0,,
2569,Avocado Heights,13.0,191.88,2020-04-28,2020-04-25,1.0,34.0361,-117.9912
2570,Azusa,76.0,121.9,2020-04-28,2020-04-25,14.0,34.1336,-117.9076
2571,Baldwin Hills,57.0,183.13,2020-04-28,2020-04-25,7.0,34.0047,-118.3415
2572,Baldwin Park,77.0,100.3,2020-04-28,2020-04-25,7.0,34.0853,-117.9609
2573,Bandini Islands,0.0,,2020-04-28,2020-04-25,0.0,,
2574,Bassett,27.0,182.22,2020-04-28,2020-04-25,2.0,34.0758,-118.3678
2575,Bel Air,29.0,344.05,2020-04-28,2020-04-25,1.0,34.0833,-118.4487
2576,Bell,119.0,327.53,2020-04-28,2020-04-25,3.0,33.9761,-118.1851
2577,Bell Gardens,90.0,208.96,2020-04-28,2020-04-25,8.0,33.9653,-118.1515
2578,Bellflower,114.0,146.65,2020-04-28,2020-04-25,10.0,33.88221,-118.118
2579,Beverly Crest,32.0,255.49,2020-04-28,2020-04-25,1.0,34.1024,-118.4163
2580,Beverly Hills,105.0,304.17,2020-04-28,2020-04-25,2.0,34.0736,-118.4004
2581,Beverlywood,30.0,227.74,2020-04-28,2020-04-25,0.0,34.0409,-118.3919
2582,Bouquet Canyon,0.0,0.0,2020-04-28,2020-04-25,0.0,,
2583,Boyle Heights,175.0,201.42,2020-04-28,2020-04-25,21.0,34.0339,-118.2054
2584,Bradbury,1.0,93.55,2020-04-28,2020-04-25,0.0,,
2585,Brentwood,64.0,206.75,2020-04-28,2020-04-25,1.0,34.0519,-118.4731
2586,Brookside,0.0,0.0,2020-04-28,2020-04-25,0.0,,
2587,Burbank,226.0,210.86,2020-04-28,2020-04-25,18.0,34.1808,-118.309
2588,Cadillac-Corning,17.0,238.73,2020-04-28,2020-04-25,2.0,34.040282,-118.38025
2589,Calabasas,35.0,143.9,2020-04-28,2020-04-25,1.0,34.1383,-118.6608
2590,Canoga Park,223.0,341.56,2020-04-28,2020-04-25,26.0,34.2011,-118.5981
2591,Canyon Country,21.0,271.74,2020-04-28,2020-04-25,0.0,34.4245,-118.4711
2592,Carson,228.0,242.95,2020-04-28,2020-04-25,18.0,33.8374,-118.2559
2593,Carthay,65.0,452.55,2020-04-28,2020-04-25,6.0,34.0573,-118.3679
2594,Castaic,18.0,66.2,2020-04-28,2020-04-25,0.0,34.4889,-118.6229
2595,Central,106.0,271.85,2020-04-28,2020-04-25,13.0,34.0833,-118.4487
2596,Century City,30.0,234.52,2020-04-28,2020-04-25,0.0,34.0556,-118.4179
2597,Century Palms/Cove,80.0,236.92,2020-04-28,2020-04-25,11.0,33.9461,-118.2732
2598,Cerritos,49.0,97.87,2020-04-28,2020-04-25,2.0,33.8584,-118.0648
2599,Charter Oak,0.0,0.0,2020-04-28,2020-04-25,0.0,,
2600,Chatsworth,75.0,202.37,2020-04-28,2020-04-25,7.0,34.2506,-118.6148
2601,Cheviot Hills,16.0,174.46,2020-04-28,2020-04-25,0.0,34.0458,-118.4079
2602,Chinatown,9.0,112.21,2020-04-28,2020-04-25,1.0,34.0623,-118.2383
2603,Claremont,22.0,60.3,2020-04-28,2020-04-25,0.0,34.1261,-117.7158
2604,Cloverdale/Cochran,33.0,226.76,2020-04-28,2020-04-25,3.0,34.0626,-118.3465
2605,Commerce,11.0,84.17,2020-04-28,2020-04-25,1.0,34.0006,-118.1598
2606,Compton,190.0,190.18,2020-04-28,2020-04-25,17.0,33.8958,-118.2201
2607,Country Club Park,58.0,382.76,2020-04-28,2020-04-25,5.0,34.0503,-118.3212
2608,Covina,105.0,175.4,2020-04-28,2020-04-25,4.0,34.09,-117.8903
2609,Covina (Charter Oak),13.0,98.9,2020-04-28,2020-04-25,0.0,34.0994,-117.8464
2610,Crenshaw District,44.0,318.17,2020-04-28,2020-04-25,0.0,34.0158,-118.3453
2611,Crestview,61.0,536.59,2020-04-28,2020-04-25,2.0,34.0458,-118.3816
2612,Cudahy,63.0,258.76,2020-04-28,2020-04-25,8.0,33.9609,-118.1858
2613,Culver City,58.0,145.49,2020-04-28,2020-04-25,2.0,34.0211,-118.3965
2614,Del Aire,7.0,159.34,2020-04-28,2020-04-25,1.0,33.9161,-118.3695
2615,Del Rey,46.0,153.66,2020-04-28,2020-04-25,1.0,33.9878,-118.4229
2616,Del Sur,2.0,82.82,2020-04-28,2020-04-25,-1.0,,
2617,Desert View Highlands,2.0,80.22,2020-04-28,2020-04-25,0.0,,
2618,Diamond Bar,34.0,59.12,2020-04-28,2020-04-25,1.0,34.0286,-117.8103
2619,Downey,195.0,170.66,2020-04-28,2020-04-25,13.0,33.9451,-118.1281
2620,Downtown,57.0,207.22,2020-04-28,2020-04-25,8.0,34.0422,-118.2488
2621,Duarte,60.0,236.19,2020-04-28,2020-04-25,7.0,34.1607,-117.9504
2622,Eagle Rock,82.0,207.13,2020-04-28,2020-04-25,6.0,34.1322,-118.2117
2623,East Covina,0.0,0.0,2020-04-28,2020-04-25,0.0,,
2624,East Hollywood,118.0,402.91,2020-04-28,2020-04-25,13.0,34.0948,-118.291
2625,East La Mirada,7.0,132.28,2020-04-28,2020-04-25,0.0,,
2626,East Lancaster,0.0,0.0,2020-04-28,2020-04-25,0.0,,
2627,East Los Angeles,342.0,273.01,2020-04-28,2020-04-25,35.0,34.0316,-118.1724
2628,East Pasadena,0.0,0.0,2020-04-28,2020-04-25,0.0,,
2629,East Rancho Dominguez,20.0,130.65,2020-04-28,2020-04-25,3.0,33.898070000000004,-118.19535
2630,East Whittier,4.0,75.39,2020-04-28,2020-04-25,0.0,,
2631,Echo Park,17.0,119.25,2020-04-28,2020-04-25,0.0,34.0782,-118.2606
2632,El Camino Village,7.0,79.63,2020-04-28,2020-04-25,1.0,33.8895,-118.3309
2633,El Monte,133.0,113.41,2020-04-28,2020-04-25,13.0,34.0733,-118.0275
2634,El Segundo,27.0,160.85,2020-04-28,2020-04-25,0.0,33.9192,-118.4165
2635,El Sereno,88.0,210.49,2020-04-28,2020-04-25,10.0,34.0875,-118.1715
2636,Elizabeth Lake,1.0,60.2,2020-04-28,2020-04-25,1.0,,
2637,Elysian Park,9.0,157.56,2020-04-28,2020-04-25,0.0,34.0838,-118.2366
2638,Elysian Valley,19.0,186.81,2020-04-28,2020-04-25,1.0,34.0967,-118.2427
2639,Encino,80.0,177.1,2020-04-28,2020-04-25,4.0,34.1517,-118.5214
2640,Exposition,3.0,90.2,2020-04-28,2020-04-25,1.0,,
2641,Exposition Park,124.0,276.06,2020-04-28,2020-04-25,19.0,34.0147,-118.2872
2642,Faircrest Heights,2.0,55.56,2020-04-28,2020-04-25,0.0,,
2643,Figueroa Park Square,20.0,229.33,2020-04-28,2020-04-25,1.0,33.9602,-118.28399999999999
2644,Florence-Firestone,296.0,268.91,2020-04-28,2020-04-25,47.0,33.9632,-118.2426
2645,Franklin Canyon,0.0,0.0,2020-04-28,2020-04-25,0.0,,
2646,Gardena,142.0,231.61,2020-04-28,2020-04-25,8.0,33.8938,-118.30799999999999
2647,Glassell Park,102.0,322.74,2020-04-28,2020-04-25,6.0,34.1161,-118.229
2648,Glendale,502.0,243.11,2020-04-28,2020-04-25,33.0,34.1425,-118.2551
2649,Glendora,43.0,151.52,2020-04-28,2020-04-25,3.0,34.1361,-117.8653
2650,Gramercy Place,26.0,241.55,2020-04-28,2020-04-25,2.0,34.0468,-118.3127
2651,Granada Hills,108.0,185.6,2020-04-28,2020-04-25,8.0,34.2794,-118.5022
2652,Green Meadows,50.0,232.5,2020-04-28,2020-04-25,1.0,33.9556,-118.2694
2653,Hacienda Heights,49.0,87.62,2020-04-28,2020-04-25,4.0,33.9931,-117.9687
2654,Hancock Park,62.0,363.87,2020-04-28,2020-04-25,2.0,34.0745,-118.3304
2655,Harbor City,42.0,144.48,2020-04-28,2020-04-25,3.0,33.79,-118.2978
2656,Harbor Gateway,59.0,135.32,2020-04-28,2020-04-25,4.0,33.8501,-118.2991
2657,Harbor Pines,0.0,0.0,2020-04-28,2020-04-25,0.0,,
2658,Harvard Heights,54.0,299.42,2020-04-28,2020-04-25,9.0,34.044000000000004,-118.3042
2659,Harvard Park,112.0,295.24,2020-04-28,2020-04-25,13.0,33.9841,-118.3042
2660,Hawaiian Gardens,9.0,61.32,2020-04-28,2020-04-25,0.0,33.8314,-118.0728
2661,Hawthorne,165.0,181.33,2020-04-28,2020-04-25,8.0,33.9194,-118.354
2662,Hermosa Beach,23.0,116.93,2020-04-28,2020-04-25,0.0,33.8621,-118.4
2663,Hi Vista,0.0,0.0,2020-04-28,2020-04-25,0.0,,
2664,Hidden Hills,0.0,0.0,2020-04-28,2020-04-25,0.0,,
2665,Highland Park,78.0,161.19,2020-04-28,2020-04-25,9.0,34.1145,-118.1842
2666,Historic Filipinotown,54.0,389.33,2020-04-28,2020-04-25,3.0,34.0703,-118.26799999999999
2667,Hollywood,182.0,266.65,2020-04-28,2020-04-25,6.0,34.1016,-118.3337
2668,Hollywood Hills,57.0,193.65,2020-04-28,2020-04-25,1.0,34.1341,-118.3215
2669,Huntington Park,132.0,221.91,2020-04-28,2020-04-25,13.0,33.9849,-118.2278
2670,Hyde Park,56.0,196.21,2020-04-28,2020-04-25,9.0,33.9819,-118.3309
2671,Industry,1.0,228.83,2020-04-28,2020-04-25,0.0,,
2672,Inglewood,290.0,255.32,2020-04-28,2020-04-25,23.0,33.961,-118.3554
2673,Irwindale,2.0,137.08,2020-04-28,2020-04-25,0.0,,
2674,Jefferson Park,18.0,222.97,2020-04-28,2020-04-25,3.0,34.0272,-118.3176
2675,Kagel/Lopez Canyons,1.0,70.82,2020-04-28,2020-04-25,0.0,,
2676,Koreatown,119.0,230.21,2020-04-28,2020-04-25,5.0,34.0578,-118.3009
2677,La Canada Flintridge,37.0,178.8,2020-04-28,2020-04-25,-1.0,34.2091,-118.2001
2678,La Crescenta-Montrose,16.0,80.8,2020-04-28,2020-04-25,0.0,34.2288,-118.2351
2679,La Habra Heights,2.0,36.66,2020-04-28,2020-04-25,0.0,,
2680,La Mirada,55.0,110.89,2020-04-28,2020-04-25,9.0,33.919000000000004,-118.0105
2681,La Puente,36.0,88.46,2020-04-28,2020-04-25,3.0,34.02,-117.9495
2682,La Rambla,6.0,289.16,2020-04-28,2020-04-25,0.0,33.744119,-118.301353
2683,La Verne,17.0,49.02,2020-04-28,2020-04-25,0.0,34.1202,-117.7704
2684,Ladera Heights,15.0,212.13,2020-04-28,2020-04-25,0.0,33.9878,-118.3704
2685,Lafayette Square,12.0,263.22,2020-04-28,2020-04-25,1.0,34.0431,-118.3319
2686,Lake Balboa,76.0,180.07,2020-04-28,2020-04-25,15.0,34.1839,-118.4954
2687,Lake Hughes,0.0,0.0,2020-04-28,2020-04-25,0.0,,
2688,Lake Los Angeles,16.0,123.13,2020-04-28,2020-04-25,1.0,34.6125,-117.8281
2689,Lake Manor,3.0,182.59,2020-04-28,2020-04-25,1.0,,
2690,Lakeview Terrace,49.0,373.11,2020-04-28,2020-04-25,6.0,34.2764,-118.3612
2691,Lakewood,75.0,93.33,2020-04-28,2020-04-25,2.0,33.8536,-118.134
2692,Lancaster,280.0,173.3,2020-04-28,2020-04-25,34.0,34.6868,-118.1542
2693,Lawndale,53.0,157.67,2020-04-28,2020-04-25,3.0,33.8881,-118.3535
2694,Leimert Park,31.0,203.48,2020-04-28,2020-04-25,2.0,34.0118,-118.3234
2695,Lennox,41.0,181.88,2020-04-28,2020-04-25,6.0,33.9397,-118.3529
2696,Leona Valley,1.0,57.11,2020-04-28,2020-04-25,0.0,,
2697,Lincoln Heights,66.0,202.47,2020-04-28,2020-04-25,14.0,34.0706,-118.2051
2698,Little Armenia,81.0,1009.35,2020-04-28,2020-04-25,4.0,34.0981,-118.3005
2699,Little Bangladesh,65.0,229.33,2020-04-28,2020-04-25,4.0,34.0691,-118.2956
2700,Little Tokyo,5.0,159.59,2020-04-28,2020-04-25,0.0,34.0523,-118.2395
2701,Littlerock,4.0,99.48,2020-04-28,2020-04-25,0.0,,
2702,Littlerock/Juniper Hills,1.0,77.1,2020-04-28,2020-04-25,0.0,,
2703,Littlerock/Pearblossom,6.0,168.11,2020-04-28,2020-04-25,0.0,34.5211,-117.9837
2704,Llano,1.0,114.03,2020-04-28,2020-04-25,0.0,,
2705,Lomita,32.0,154.37,2020-04-28,2020-04-25,0.0,33.7922,-118.3151
2706,Longwood,14.0,325.28,2020-04-28,2020-04-25,2.0,34.055296000000006,-118.33941499999999
2707,Los Feliz,33.0,152.72,2020-04-28,2020-04-25,2.0,34.1124,-118.2851
2708,Lynwood,163.0,226.24,2020-04-28,2020-04-25,8.0,33.9293,-118.2139
2709,Malibu,28.0,216.03,2020-04-28,2020-04-25,0.0,34.0259,-118.7798
2710,Manchester Square,13.0,152.3,2020-04-28,2020-04-25,2.0,33.8993,-118.2977
2711,Mandeville Canyon,1.0,32.01,2020-04-28,2020-04-25,0.0,,
2712,Manhattan Beach,66.0,183.34,2020-04-28,2020-04-25,2.0,33.8812,-118.4072
2713,Mar Vista,52.0,122.44,2020-04-28,2020-04-25,2.0,34.0037,-118.469
2714,Marina Peninsula,9.0,206.42,2020-04-28,2020-04-25,0.0,33.9797,-118.4657
2715,Marina del Rey,11.0,116.88,2020-04-28,2020-04-25,0.0,33.9803,-118.4517
2716,Maywood,60.0,213.91,2020-04-28,2020-04-25,8.0,33.9885,-118.1874
2717,Melrose,313.0,402.85,2020-04-28,2020-04-25,13.0,34.0837,-118.3366
2718,Mid-city,35.0,232.87,2020-04-28,2020-04-25,0.0,34.0429,-118.3344
2719,Miracle Mile,35.0,194.61,2020-04-28,2020-04-25,-1.0,34.0597,-118.35
2720,Mission Hills,63.0,261.15,2020-04-28,2020-04-25,4.0,34.2723,-118.4689
2721,Monrovia,45.0,154.6,2020-04-28,2020-04-25,5.0,34.1481,-117.999
2722,Montebello,119.0,184.85,2020-04-28,2020-04-25,10.0,34.0095,-118.1054
2723,Monterey Park,65.0,104.4,2020-04-28,2020-04-25,2.0,34.0625,-118.1228
2724,Mt. Washington,35.0,144.96,2020-04-28,2020-04-25,2.0,34.1003,-118.2097
2725,Newhall,0.0,0.0,2020-04-28,2020-04-25,0.0,,
2726,North Hills,141.0,228.99,2020-04-28,2020-04-25,21.0,34.2362,-118.4851
2727,North Hollywood,314.0,207.37,2020-04-28,2020-04-25,40.0,34.187,-118.3813
2728,North Lancaster,1.0,83.47,2020-04-28,2020-04-25,1.0,,
2729,North Whittier,6.0,71.77,2020-04-28,2020-04-25,0.0,34.0396,-117.9991
2730,Northeast San Gabriel,13.0,54.09,2020-04-28,2020-04-25,0.0,34.0961,-118.1058
2731,Northridge,150.0,214.91,2020-04-28,2020-04-25,19.0,34.2379,-118.5302
2732,Norwalk,173.0,160.75,2020-04-28,2020-04-25,10.0,33.9022,-118.0817
2733,Pacific Palisades,36.0,169.09,2020-04-28,2020-04-25,0.0,34.0481,-118.5265
2734,Pacoima,224.0,290.99,2020-04-28,2020-04-25,43.0,34.2625,-118.427
2735,Palisades Highlands,3.0,78.0,2020-04-28,2020-04-25,0.0,,
2736,Palmdale,381.0,238.41,2020-04-28,2020-04-25,33.0,34.5794,-118.1093
2737,Palms,101.0,230.19,2020-04-28,2020-04-25,8.0,34.0237,-118.4151
2738,Palos Verdes Estates,37.0,273.63,2020-04-28,2020-04-25,0.0,33.7871,-118.3976
2739,Palos Verdes Peninsula,0.0,0.0,2020-04-28,2020-04-25,0.0,,
2740,Panorama City,244.0,324.25,2020-04-28,2020-04-25,42.0,34.2247,-118.4498
2741,Paramount,118.0,210.63,2020-04-28,2020-04-25,5.0,33.8895,-118.1598
2742,Park La Brea,11.0,81.0,2020-04-28,2020-04-25,0.0,34.0702,-118.3497
2743,Pearblossom/Llano,2.0,102.25,2020-04-28,2020-04-25,0.0,,
2744,Pellissier Village,0.0,0.0,2020-04-28,2020-04-25,0.0,,
2745,Pico Rivera,147.0,228.67,2020-04-28,2020-04-25,14.0,33.9831,-118.0967
2746,Pico-Union,171.0,408.68,2020-04-28,2020-04-25,16.0,34.0446,-118.277
2747,Placerita Canyon,0.0,0.0,2020-04-28,2020-04-25,0.0,,
2748,Playa Del Rey,1.0,31.29,2020-04-28,2020-04-25,0.0,,
2749,Playa Vista,19.0,173.56,2020-04-28,2020-04-25,3.0,33.9728,-118.4276
2750,Pomona,151.0,96.84,2020-04-28,2020-04-25,20.0,34.0551,-117.75
2751,Porter Ranch,52.0,146.12,2020-04-28,2020-04-25,4.0,39.4346,-121.0205
2752,Quartz Hill,26.0,201.46,2020-04-28,2020-04-25,1.0,34.6453,-118.2181
2753,Rancho Dominguez,10.0,375.8,2020-04-28,2020-04-25,0.0,33.8508,-118.2249
2754,Rancho Palos Verdes,56.0,131.0,2020-04-28,2020-04-25,5.0,33.7445,-118.387
2755,Rancho Park,11.0,167.68,2020-04-28,2020-04-25,0.0,34.0454,-118.4207
2756,Redondo Beach,103.0,149.93,2020-04-28,2020-04-25,5.0,33.8492,-118.3884
2757,Regent Square,2.0,71.94,2020-04-28,2020-04-25,1.0,,
2758,Reseda,178.0,232.32,2020-04-28,2020-04-25,18.0,34.2011,-118.536
2759,Reseda Ranch,17.0,366.7,2020-04-28,2020-04-25,0.0,34.216,-118.5356
