,neighborhood,current_cases,cases_per_100k,ds,ds_3_days_ago,new_cases_last_3_days,lat,long
6089,Boyle Heights,65.0,74.81,2020-04-17,2020-04-14,1.0,34.0339,-118.2054
6090,Bradbury,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6091,Brentwood,58.0,187.37,2020-04-17,2020-04-14,3.0,34.0519,-118.4731
6092,Brookside,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6093,Burbank,121.0,112.89,2020-04-17,2020-04-14,13.0,34.1808,-118.309
6094,Cadillac-Corning,8.0,112.34,2020-04-17,2020-04-14,2.0,34.040282,-118.38025
6095,Calabasas,26.0,106.89,2020-04-17,2020-04-14,0.0,34.1383,-118.6608
6096,Canoga Park,99.0,151.63,2020-04-17,2020-04-14,14.0,34.2011,-118.5981
6097,Canyon Country,15.0,194.1,2020-04-17,2020-04-14,1.0,34.4245,-118.4711
6098,Carson,143.0,152.38,2020-04-17,2020-04-14,14.0,33.8374,-118.2559
6099,Carthay,41.0,285.46,2020-04-17,2020-04-14,11.0,34.0573,-118.3679
6100,Castaic,9.0,33.1,2020-04-17,2020-04-14,0.0,34.4889,-118.6229
6101,Central,55.0,141.05,2020-04-17,2020-04-14,11.0,34.0833,-118.4487
6102,Century City,26.0,203.25,2020-04-17,2020-04-14,-1.0,34.0556,-118.4179
6103,Century Palms/Cove,33.0,97.73,2020-04-17,2020-04-14,2.0,33.9461,-118.2732
6104,Cerritos,35.0,69.91,2020-04-17,2020-04-14,2.0,33.8584,-118.0648
6105,Charter Oak,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6106,Chatsworth,42.0,113.33,2020-04-17,2020-04-14,5.0,34.2506,-118.6148
6107,Cheviot Hills,12.0,130.85,2020-04-17,2020-04-14,0.0,34.0458,-118.4079
6108,Chinatown,0.0,0.0,2020-04-17,2020-04-14,0.0,34.0623,-118.2383
6109,Claremont,14.0,38.37,2020-04-17,2020-04-14,1.0,34.1261,-117.7158
6110,Cloverdale/Cochran,13.0,89.33,2020-04-17,2020-04-14,0.0,34.0626,-118.3465
6111,Commerce,5.0,38.26,2020-04-17,2020-04-14,5.0,34.0006,-118.1598
6112,Compton,83.0,83.08,2020-04-17,2020-04-14,13.0,33.8958,-118.2201
6113,Country Club Park,30.0,197.98,2020-04-17,2020-04-14,5.0,34.0503,-118.3212
6114,Covina,70.0,116.25,2020-04-17,2020-04-14,6.0,34.09,-117.8903
6115,Covina (Charter Oak),9.0,68.47,2020-04-17,2020-04-14,0.0,34.0994,-117.8464
6116,Crenshaw District,23.0,166.32,2020-04-17,2020-04-14,3.0,34.0158,-118.3453
6117,Crestview,45.0,395.85,2020-04-17,2020-04-14,2.0,34.0458,-118.3816
6118,Cudahy,26.0,106.79,2020-04-17,2020-04-14,3.0,33.9609,-118.1858
6119,Culver City,36.0,90.3,2020-04-17,2020-04-14,2.0,34.0211,-118.3965
6120,Del Aire,5.0,113.82,2020-04-17,2020-04-14,0.0,33.9161,-118.3695
6121,Del Rey,36.0,120.26,2020-04-17,2020-04-14,0.0,33.9878,-118.4229
6122,Del Sur,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6123,Desert View Highlands,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6124,Diamond Bar,22.0,38.25,2020-04-17,2020-04-14,0.0,34.0286,-117.8103
6125,Downey,118.0,103.27,2020-04-17,2020-04-14,12.0,33.9451,-118.1281
6126,Downtown,28.0,101.79,2020-04-17,2020-04-14,1.0,34.0422,-118.2488
6127,Duarte,20.0,90.84,2020-04-17,2020-04-14,5.0,34.1607,-117.9504
6128,Eagle Rock,52.0,131.35,2020-04-17,2020-04-14,8.0,34.1322,-118.2117
6129,East Covina,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6130,East Hollywood,58.0,198.04,2020-04-17,2020-04-14,6.0,34.0948,-118.291
6131,East La Mirada,6.0,113.38,2020-04-17,2020-04-14,6.0,,
6132,East Lancaster,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6133,East Los Angeles,121.0,96.59,2020-04-17,2020-04-14,19.0,34.0316,-118.1724
6134,East Pasadena,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6135,East Rancho Dominguez,12.0,78.39,2020-04-17,2020-04-14,0.0,33.898070000000004,-118.19535
6136,East Whittier,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6137,Echo Park,10.0,70.15,2020-04-17,2020-04-14,1.0,34.0782,-118.2606
6138,El Camino Village,0.0,0.0,2020-04-17,2020-04-14,0.0,33.8895,-118.3309
6139,El Monte,47.0,40.08,2020-04-17,2020-04-14,17.0,34.0733,-118.0275
6140,El Segundo,12.0,71.49,2020-04-17,2020-04-14,1.0,33.9192,-118.4165
6141,El Sereno,46.0,110.03,2020-04-17,2020-04-14,6.0,34.0875,-118.1715
6142,Elizabeth Lake,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6143,Elysian Park,5.0,87.54,2020-04-17,2020-04-14,0.0,34.0838,-118.2366
6144,Elysian Valley,10.0,98.32,2020-04-17,2020-04-14,1.0,34.0967,-118.2427
6145,Encino,59.0,130.61,2020-04-17,2020-04-14,6.0,34.1517,-118.5214
6146,Exposition,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6147,Exposition Park,63.0,140.26,2020-04-17,2020-04-14,11.0,34.0147,-118.2872
6148,Faircrest Heights,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6149,Figueroa Park Square,10.0,114.67,2020-04-17,2020-04-14,3.0,33.9602,-118.28399999999999
6150,Florence-Firestone,128.0,117.46,2020-04-17,2020-04-14,11.0,33.9632,-118.2426
6151,Franklin Canyon,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6152,Gardena,93.0,151.69,2020-04-17,2020-04-14,13.0,33.8938,-118.30799999999999
6153,Glassell Park,67.0,212.0,2020-04-17,2020-04-14,4.0,34.1161,-118.229
6154,Glendale,310.0,150.13,2020-04-17,2020-04-14,41.0,34.1425,-118.2551
6155,Glendora,29.0,54.96,2020-04-17,2020-04-14,6.0,34.1361,-117.8653
6156,Gramercy Place,12.0,111.48,2020-04-17,2020-04-14,2.0,34.0468,-118.3127
6157,Granada Hills,58.0,99.67,2020-04-17,2020-04-14,9.0,34.2794,-118.5022
6158,Green Meadows,21.0,97.65,2020-04-17,2020-04-14,5.0,33.9556,-118.2694
6159,Hacienda Heights,33.0,59.01,2020-04-17,2020-04-14,0.0,33.9931,-117.9687
6160,Hancock Park,52.0,305.18,2020-04-17,2020-04-14,2.0,34.0745,-118.3304
6161,Harbor City,25.0,86.0,2020-04-17,2020-04-14,1.0,33.79,-118.2978
6162,Harbor Gateway,35.0,80.28,2020-04-17,2020-04-14,3.0,33.8501,-118.2991
6163,Harbor Pines,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6164,Harvard Heights,25.0,138.62,2020-04-17,2020-04-14,5.0,34.044000000000004,-118.3042
6165,Harvard Park,37.0,97.54,2020-04-17,2020-04-14,9.0,33.9841,-118.3042
6166,Hawaiian Gardens,0.0,0.0,2020-04-17,2020-04-14,0.0,33.8314,-118.0728
6167,Hawthorne,89.0,100.24,2020-04-17,2020-04-14,10.0,33.9194,-118.354
6168,Hermosa Beach,18.0,91.51,2020-04-17,2020-04-14,1.0,33.8621,-118.4
6169,Hi Vista,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6170,Hidden Hills,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6171,Highland Park,44.0,90.93,2020-04-17,2020-04-14,5.0,34.1145,-118.1842
6172,Historic Filipinotown,25.0,180.25,2020-04-17,2020-04-14,2.0,34.0703,-118.26799999999999
6173,Hollywood,126.0,184.6,2020-04-17,2020-04-14,5.0,34.1016,-118.3337
6174,Hollywood Hills,48.0,163.08,2020-04-17,2020-04-14,2.0,34.1341,-118.3215
6175,Huntington Park,52.0,87.42,2020-04-17,2020-04-14,8.0,33.9849,-118.2278
6176,Hyde Park,27.0,94.6,2020-04-17,2020-04-14,10.0,33.9819,-118.3309
6177,Industry,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6178,Inglewood,145.0,127.66,2020-04-17,2020-04-14,18.0,33.961,-118.3554
6179,Irwindale,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6180,Jefferson Park,5.0,61.93,2020-04-17,2020-04-14,5.0,34.0272,-118.3176
6181,Kagel/Lopez Canyons,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6182,Koreatown,62.0,119.94,2020-04-17,2020-04-14,7.0,34.0578,-118.3009
6183,La Canada Flintridge,26.0,125.65,2020-04-17,2020-04-14,4.0,34.2091,-118.2001
6184,La Crescenta-Montrose,12.0,60.6,2020-04-17,2020-04-14,2.0,34.2288,-118.2351
6185,La Habra Heights,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6186,La Mirada,26.0,52.42,2020-04-17,2020-04-14,2.0,33.919000000000004,-118.0105
6187,La Puente,21.0,51.6,2020-04-17,2020-04-14,1.0,34.02,-117.9495
6188,La Rambla,5.0,240.96,2020-04-17,2020-04-14,-1.0,33.744119,-118.301353
6189,La Verne,11.0,33.05,2020-04-17,2020-04-14,2.0,34.1202,-117.7704
6190,Ladera Heights,15.0,212.13,2020-04-17,2020-04-14,1.0,33.9878,-118.3704
6191,Lafayette Square,7.0,153.54,2020-04-17,2020-04-14,0.0,34.0431,-118.3319
6192,Lake Balboa,44.0,104.25,2020-04-17,2020-04-14,6.0,34.1839,-118.4954
6193,Lake Hughes,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6194,Lake Los Angeles,8.0,61.57,2020-04-17,2020-04-14,8.0,34.6125,-117.8281
6195,Lake Manor,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6196,Lakeview Terrace,21.0,159.9,2020-04-17,2020-04-14,4.0,34.2764,-118.3612
6197,Lakewood,46.0,57.24,2020-04-17,2020-04-14,4.0,33.8536,-118.134
6198,Lancaster,102.0,63.13,2020-04-17,2020-04-14,11.0,34.6868,-118.1542
6199,Lawndale,33.0,98.17,2020-04-17,2020-04-14,3.0,33.8881,-118.3535
6200,Leimert Park,26.0,170.66,2020-04-17,2020-04-14,1.0,34.0118,-118.3234
6201,Lennox,20.0,88.72,2020-04-17,2020-04-14,1.0,33.9397,-118.3529
6202,Leona Valley,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6203,Lincoln Heights,24.0,73.63,2020-04-17,2020-04-14,5.0,34.0706,-118.2051
6204,Little Armenia,56.0,697.82,2020-04-17,2020-04-14,12.0,34.0981,-118.3005
6205,Little Bangladesh,39.0,137.6,2020-04-17,2020-04-14,3.0,34.0691,-118.2956
6206,Little Tokyo,0.0,0.0,2020-04-17,2020-04-14,0.0,34.0523,-118.2395
6207,Littlerock,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6208,Littlerock/Juniper Hills,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6209,Littlerock/Pearblossom,0.0,0.0,2020-04-17,2020-04-14,0.0,34.5211,-117.9837
6210,Llano,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6211,Lomita,24.0,115.78,2020-04-17,2020-04-14,1.0,33.7922,-118.3151
6212,Longwood,0.0,0.0,2020-04-17,2020-04-14,0.0,34.055296000000006,-118.33941499999999
6213,Los Feliz,21.0,97.19,2020-04-17,2020-04-14,0.0,34.1124,-118.2851
6214,Lynwood,95.0,131.86,2020-04-17,2020-04-14,16.0,33.9293,-118.2139
6215,Malibu,20.0,154.31,2020-04-17,2020-04-14,2.0,34.0259,-118.7798
6216,Manchester Square,0.0,0.0,2020-04-17,2020-04-14,0.0,33.8993,-118.2977
6217,Mandeville Canyon,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6218,Manhattan Beach,57.0,158.34,2020-04-17,2020-04-14,2.0,33.8812,-118.4072
6219,Mar Vista,39.0,91.83,2020-04-17,2020-04-14,5.0,34.0037,-118.469
6220,Marina Peninsula,8.0,183.49,2020-04-17,2020-04-14,0.0,33.9797,-118.4657
6221,Marina del Rey,6.0,63.76,2020-04-17,2020-04-14,0.0,33.9803,-118.4517
6222,Maywood,35.0,124.78,2020-04-17,2020-04-14,8.0,33.9885,-118.1874
6223,Melrose,228.0,293.45,2020-04-17,2020-04-14,18.0,34.0837,-118.3366
6224,Mid-city,26.0,172.99,2020-04-17,2020-04-14,2.0,34.0429,-118.3344
6225,Miracle Mile,21.0,116.76,2020-04-17,2020-04-14,1.0,34.0597,-118.35
6226,Mission Hills,32.0,132.65,2020-04-17,2020-04-14,8.0,34.2723,-118.4689
6227,Monrovia,20.0,128.83,2020-04-17,2020-04-14,1.0,34.1481,-117.999
6228,Montebello,69.0,107.18,2020-04-17,2020-04-14,9.0,34.0095,-118.1054
6229,Monterey Park,38.0,61.03,2020-04-17,2020-04-14,4.0,34.0625,-118.1228
6230,Mt. Washington,16.0,66.27,2020-04-17,2020-04-14,1.0,34.1003,-118.2097
6231,Newhall,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6232,North Hills,59.0,95.82,2020-04-17,2020-04-14,8.0,34.2362,-118.4851
6233,North Hollywood,153.0,101.04,2020-04-17,2020-04-14,15.0,34.187,-118.3813
6234,North Lancaster,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6235,North Whittier,0.0,0.0,2020-04-17,2020-04-14,0.0,34.0396,-117.9991
6236,Northeast San Gabriel,7.0,29.12,2020-04-17,2020-04-14,1.0,34.0961,-118.1058
6237,Northridge,67.0,95.99,2020-04-17,2020-04-14,16.0,34.2379,-118.5302
6238,Norwalk,93.0,86.41,2020-04-17,2020-04-14,10.0,33.9022,-118.0817
6239,Pacific Palisades,33.0,155.0,2020-04-17,2020-04-14,1.0,34.0481,-118.5265
6240,Pacoima,73.0,94.83,2020-04-17,2020-04-14,14.0,34.2625,-118.427
6241,Palisades Highlands,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6242,Palmdale,131.0,82.41,2020-04-17,2020-04-14,22.0,34.5794,-118.1093
6243,Palms,70.0,159.54,2020-04-17,2020-04-14,1.0,34.0237,-118.4151
6244,Palos Verdes Estates,36.0,266.23,2020-04-17,2020-04-14,0.0,33.7871,-118.3976
6245,Palos Verdes Peninsula,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6246,Panorama City,81.0,107.64,2020-04-17,2020-04-14,6.0,34.2247,-118.4498
6247,Paramount,54.0,96.39,2020-04-17,2020-04-14,12.0,33.8895,-118.1598
6248,Park La Brea,11.0,81.0,2020-04-17,2020-04-14,2.0,34.0702,-118.3497
6249,Pearblossom/Llano,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6250,Pellissier Village,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6251,Pico Rivera,77.0,119.78,2020-04-17,2020-04-14,13.0,33.9831,-118.0967
6252,Pico-Union,76.0,181.64,2020-04-17,2020-04-14,18.0,34.0446,-118.277
6253,Placerita Canyon,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6254,Playa Del Rey,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6255,Playa Vista,11.0,100.48,2020-04-17,2020-04-14,1.0,33.9728,-118.4276
6256,Pomona,68.0,43.61,2020-04-17,2020-04-14,12.0,34.0551,-117.75
6257,Porter Ranch,33.0,92.73,2020-04-17,2020-04-14,2.0,39.4346,-121.0205
6258,Quartz Hill,14.0,108.48,2020-04-17,2020-04-14,3.0,34.6453,-118.2181
6259,Rancho Dominguez,8.0,300.64,2020-04-17,2020-04-14,2.0,33.8508,-118.2249
6260,Rancho Palos Verdes,46.0,107.61,2020-04-17,2020-04-14,2.0,33.7445,-118.387
6261,Rancho Park,8.0,121.95,2020-04-17,2020-04-14,0.0,34.0454,-118.4207
6262,Redondo Beach,84.0,122.28,2020-04-17,2020-04-14,0.0,33.8492,-118.3884
6263,Regent Square,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6264,Reseda,89.0,116.16,2020-04-17,2020-04-14,7.0,34.2011,-118.536
6265,Reseda Ranch,9.0,194.13,2020-04-17,2020-04-14,0.0,34.216,-118.5356
6266,Reynier Village,6.0,141.91,2020-04-17,2020-04-14,1.0,34.0368,-118.3856
6267,Rolling Hills,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6268,Rolling Hills Estates,12.0,147.91,2020-04-17,2020-04-14,1.0,33.7878,-118.3581
6269,Roosevelt,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6270,Rosemead,16.0,28.91,2020-04-17,2020-04-14,0.0,34.0806,-118.0728
6271,Rosewood,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6272,Rosewood/East Gardena,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6273,Rosewood/West Rancho Dominguez,0.0,0.0,2020-04-17,2020-04-14,0.0,34.0057,-118.4304
6274,Rowland Heights,23.0,45.08,2020-04-17,2020-04-14,4.0,33.9761,-117.9053
6275,San Clemente Island,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6276,San Dimas,18.0,52.15,2020-04-17,2020-04-14,0.0,34.1067,-117.8067
6277,San Fernando,29.0,117.83,2020-04-17,2020-04-14,3.0,34.2819,-118.439
6278,San Francisquito Canyon/Bouquet Canyon,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6279,San Gabriel,15.0,36.63,2020-04-17,2020-04-14,1.0,34.0968,-118.1057
6280,San Jose Hills,7.0,34.62,2020-04-17,2020-04-14,2.0,34.0592,-117.8426
6281,San Marino,8.0,60.25,2020-04-17,2020-04-14,0.0,34.1214,-118.1065
6282,San Pasqual,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6283,San Pedro,70.0,89.7,2020-04-17,2020-04-14,20.0,33.7361,-118.2922
6284,Sand Canyon,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6285,Santa Catalina Island,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6286,Santa Clarita,188.0,85.29,2020-04-17,2020-04-14,31.0,34.3917,-118.5426
6287,Santa Fe Springs,11.0,59.9,2020-04-17,2020-04-14,3.0,33.9472,-118.0853
6288,Santa Monica,107.0,115.74,2020-04-17,2020-04-14,11.0,34.0242,-118.4965
6289,Santa Monica Mountains,7.0,37.59,2020-04-17,2020-04-14,0.0,34.1203,-118.9318
6290,Saugus,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6291,Saugus/Canyon Country,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6292,Shadow Hills,7.0,157.59,2020-04-17,2020-04-14,0.0,34.2575,-118.355
6293,Sherman Oaks,85.0,97.42,2020-04-17,2020-04-14,4.0,34.15,-118.4489
6294,Sierra Madre,0.0,0.0,2020-04-17,2020-04-14,0.0,34.1617,-118.0528
6295,Signal Hill,5.0,42.38,2020-04-17,2020-04-14,0.0,33.8045,-118.1678
6296,Silverlake,88.0,199.62,2020-04-17,2020-04-14,7.0,34.0869,-118.2702
6297,South Antelope Valley,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6298,South Carthay,20.0,188.77,2020-04-17,2020-04-14,0.0,34.0561,-118.3734
6299,South Edwards,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6300,South El Monte,0.0,0.0,2020-04-17,2020-04-14,0.0,34.0493,-118.0469
6301,South Gate,123.0,125.31,2020-04-17,2020-04-14,19.0,33.955999999999996,-118.2113
6302,South Park,48.0,126.45,2020-04-17,2020-04-14,4.0,34.0418,-118.2639
6303,South Pasadena,21.0,80.6,2020-04-17,2020-04-14,4.0,34.1165,-118.1468
6304,South San Gabriel,7.0,79.11,2020-04-17,2020-04-14,0.0,34.0492,-118.0949
6305,South Whittier,33.0,55.72,2020-04-17,2020-04-14,4.0,33.9608,-118.0417
6306,Southeast Antelope Valley,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6307,St Elmo Village,0.0,0.0,2020-04-17,2020-04-14,0.0,34.0431,-118.34299999999999
6308,Stevenson Ranch,12.0,57.24,2020-04-17,2020-04-14,1.0,34.3873,-118.5802
6309,Studio City,22.0,98.04,2020-04-17,2020-04-14,0.0,34.1413,-118.3878
6310,Sun Valley,48.0,91.46,2020-04-17,2020-04-14,9.0,34.2274,-118.3811
6311,Sun Village,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6312,Sunland,37.0,181.3,2020-04-17,2020-04-14,5.0,34.266,-118.3114
6313,Sunrise Village,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6314,Sycamore Square,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6315,Sylmar,138.0,167.48,2020-04-17,2020-04-14,24.0,34.3058,-118.4572
6316,Tarzana,52.0,168.42,2020-04-17,2020-04-14,7.0,34.1509,-118.5517
6317,Temple City,24.0,65.83,2020-04-17,2020-04-14,11.0,34.1072,-118.0579
6318,Temple-Beaudry,62.0,157.03,2020-04-17,2020-04-14,5.0,34.0629,-118.2513
6319,Thai Town,11.0,112.14,2020-04-17,2020-04-14,2.0,34.1018,-118.3036
6320,Toluca Lake,7.0,80.42,2020-04-17,2020-04-14,0.0,34.1502,-118.355
6321,Toluca Terrace,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6322,Toluca Woods,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6323,Torrance,181.0,121.26,2020-04-17,2020-04-14,28.0,33.8408,-118.3454
6324,Tujunga,23.0,82.7,2020-04-17,2020-04-14,2.0,34.2633,-118.3027
6325,Twin Lakes/Oat Mountain,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6326,Universal City,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6327,University Hills,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6328,University Park,27.0,98.34,2020-04-17,2020-04-14,0.0,34.0315,-118.2797
6329,Val Verde,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6330,Valencia,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6331,Valinda,12.0,51.35,2020-04-17,2020-04-14,2.0,34.0433,-117.9331
6332,Valley Glen,39.0,129.93,2020-04-17,2020-04-14,5.0,34.1838,-118.4172
6333,Valley Village,44.0,177.99,2020-04-17,2020-04-14,6.0,34.1633,-118.3842
6334,Van Nuys,113.0,121.25,2020-04-17,2020-04-14,21.0,34.1899,-118.4514
6335,Venice,33.0,97.39,2020-04-17,2020-04-14,-1.0,33.9764,-118.4667
6336,Vermont Knolls,23.0,133.72,2020-04-17,2020-04-14,5.0,33.9293,-118.2893
6337,Vermont Square,21.0,274.26,2020-04-17,2020-04-14,4.0,34.0037,-118.3002
6338,Vermont Vista,34.0,82.55,2020-04-17,2020-04-14,7.0,33.9465,-118.2826
6339,Vernon,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6340,Vernon Central,50.0,96.16,2020-04-17,2020-04-14,6.0,34.0043,-118.257
6341,Victoria Park,18.0,214.31,2020-04-17,2020-04-14,0.0,34.047,-118.3319
6342,View Heights,5.0,135.35,2020-04-17,2020-04-14,0.0,33.9844,-118.3477
6343,View Park/Windsor Hills,17.0,146.11,2020-04-17,2020-04-14,1.0,33.9943,-118.3447
6344,Walnut,15.0,49.13,2020-04-17,2020-04-14,2.0,34.0203,-117.8653
6345,Walnut Park,25.0,154.87,2020-04-17,2020-04-14,3.0,33.9689,-118.2224
6346,Watts,36.0,84.36,2020-04-17,2020-04-14,7.0,33.9386,-118.238
6347,Wellington Square,0.0,0.0,2020-04-17,2020-04-14,0.0,34.0392,-118.3343
6348,West Adams,58.0,209.92,2020-04-17,2020-04-14,8.0,34.0342,-118.3623
6349,West Antelope Valley,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6350,West Carson,31.0,140.36,2020-04-17,2020-04-14,1.0,33.8206,-118.2934
6351,West Chatsworth,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6352,West Covina,56.0,51.74,2020-04-17,2020-04-14,10.0,34.0686,-117.939
6353,West Hills,26.0,64.13,2020-04-17,2020-04-14,3.0,34.1973,-118.64399999999999
6354,West Hollywood,107.0,289.57,2020-04-17,2020-04-14,5.0,34.0907,-118.38600000000001
6355,West LA,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6356,West Los Angeles,38.0,100.97,2020-04-17,2020-04-14,4.0,34.0399,-118.4422
6357,West Puente Valley,6.0,61.01,2020-04-17,2020-04-14,0.0,34.0561,-117.9685
6358,West Rancho Dominguez,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6359,West Vernon,90.0,167.77,2020-04-17,2020-04-14,11.0,34.0039,-118.2301
6360,West Whittier/Los Nietos,18.0,66.85,2020-04-17,2020-04-14,4.0,33.976,-118.0691
6361,Westchester,42.0,81.39,2020-04-17,2020-04-14,4.0,33.9597,-118.4006
6362,Westfield/Academy Hills,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6363,Westhills,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6364,Westlake,97.0,163.42,2020-04-17,2020-04-14,21.0,34.1458,-118.8056
6365,Westlake Village,6.0,71.77,2020-04-17,2020-04-14,0.0,34.1466,-118.8074
6366,Westwood,38.0,70.23,2020-04-17,2020-04-14,4.0,34.0561,-118.4297
6367,White Fence Farms,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6368,Whittier,64.0,73.2,2020-04-17,2020-04-14,13.0,33.9679,-118.0189
6369,Whittier Narrows,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6370,Wholesale District,32.0,88.57,2020-04-17,2020-04-14,10.0,34.03,-118.2452
6371,Willowbrook,25.0,71.61,2020-04-17,2020-04-14,2.0,33.917,-118.2551
6372,Wilmington,43.0,76.12,2020-04-17,2020-04-14,9.0,33.78,-118.2617
6373,Wilshire Center,59.0,117.6,2020-04-17,2020-04-14,11.0,34.0642,-118.2984
6374,Winnetka,62.0,119.72,2020-04-17,2020-04-14,7.0,34.2059,-118.5754
6375,Wiseburn,0.0,0.0,2020-04-17,2020-04-14,0.0,,
6376,Woodland Hills,80.0,117.55,2020-04-17,2020-04-14,11.0,34.1659,-118.6104
6377,Acton,0.0,0.0,2020-04-16,2020-04-13,0.0,34.47,-118.1967
6378,Adams-Normandie,16.0,195.07,2020-04-16,2020-04-13,1.0,34.0343,-118.2993
6379,Agoura Hills,22.0,105.35,2020-04-16,2020-04-13,2.0,34.1364,-118.7745
6380,Agua Dulce,0.0,0.0,2020-04-16,2020-04-13,0.0,,
6381,Alhambra,38.0,43.82,2020-04-16,2020-04-13,4.0,34.0953,-118.12700000000001
6382,Alsace,7.0,56.25,2020-04-16,2020-04-13,1.0,33.9786,-118.4156
6383,Altadena,39.0,89.41,2020-04-16,2020-04-13,2.0,34.1902,-118.1313
6384,Anaverde,0.0,0.0,2020-04-16,2020-04-13,0.0,,
6385,Angeles National Forest,0.0,0.0,2020-04-16,2020-04-13,0.0,,
6386,Angelino Heights,0.0,0.0,2020-04-16,2020-04-13,0.0,34.0703,-118.2548
6387,Arcadia,26.0,45.02,2020-04-16,2020-04-13,4.0,34.1397,-118.0353
6388,Arleta,35.0,101.83,2020-04-16,2020-04-13,9.0,34.2419,-118.4256
6389,Artesia,7.0,41.68,2020-04-16,2020-04-13,2.0,33.8658,-118.0831
6390,Athens Village,7.0,142.94,2020-04-16,2020-04-13,1.0,33.92,-118.2812
6391,Athens-Westmont,40.0,94.25,2020-04-16,2020-04-13,5.0,33.9238,-118.3019
6392,Atwater Village,9.0,61.37,2020-04-16,2020-04-13,0.0,34.1173,-118.2614
6393,Avalon,0.0,0.0,2020-04-16,2020-04-13,0.0,,
6394,Avocado Heights,0.0,0.0,2020-04-16,2020-04-13,0.0,34.0361,-117.9912
6395,Azusa,22.0,43.96,2020-04-16,2020-04-13,2.0,34.1336,-117.9076
6396,Baldwin Hills,36.0,115.66,2020-04-16,2020-04-13,3.0,34.0047,-118.3415
6397,Baldwin Park,35.0,45.59,2020-04-16,2020-04-13,7.0,34.0853,-117.9609
