,neighborhood,current_cases,cases_per_100k,ds,ds_3_days_ago,new_cases_last_3_days,lat,long,region
33,Brookside,0.0,0.0,2020-05-12,2020-05-09,0.0,,,
34,Burbank,314.0,292.97,2020-05-12,2020-05-09,15.0,34.1808,-118.309,San Fernando Valley
35,Cadillac-Corning,22.0,308.95,2020-05-12,2020-05-09,0.0,34.040282,-118.38025,Central L.A.
36,Calabasas,48.0,197.34,2020-05-12,2020-05-09,1.0,34.1383,-118.6608,Santa Monica Mountains
37,Canoga Park,384.0,588.15,2020-05-12,2020-05-09,14.0,34.2011,-118.5981,San Fernando Valley
38,Canyon Country,28.0,362.32,2020-05-12,2020-05-09,0.0,34.4245,-118.4711,Northwest County
39,Carson,311.0,331.39,2020-05-12,2020-05-09,17.0,33.8374,-118.2559,Harbor
40,Carthay,69.0,480.4,2020-05-12,2020-05-09,2.0,34.0573,-118.3679,Central L.A.
41,Castaic,209.0,768.64,2020-05-12,2020-05-09,39.0,34.4889,-118.6229,Northwest County
42,Central,201.0,515.49,2020-05-12,2020-05-09,20.0,34.0833,-118.4487,Westside
43,Century City,32.0,250.16,2020-05-12,2020-05-09,1.0,34.0556,-118.4179,Westside
44,Century Palms/Cove,132.0,390.93,2020-05-12,2020-05-09,7.0,33.9461,-118.2732,South L.A.
45,Cerritos,74.0,147.8,2020-05-12,2020-05-09,7.0,33.8584,-118.0648,Southeast
46,Charter Oak,0.0,0.0,2020-05-12,2020-05-09,0.0,,,
47,Chatsworth,131.0,353.47,2020-05-12,2020-05-09,14.0,34.2506,-118.6148,San Fernando Valley
48,Cheviot Hills,18.0,196.27,2020-05-12,2020-05-09,0.0,34.0458,-118.4079,Westside
49,Chinatown,10.0,124.67,2020-05-12,2020-05-09,0.0,34.0623,-118.2383,Central L.A.
50,Claremont,30.0,82.23,2020-05-12,2020-05-09,1.0,34.1261,-117.7158,Pomona Valley
51,Cloverdale/Cochran,46.0,316.09,2020-05-12,2020-05-09,1.0,34.0626,-118.3465,Central L.A.
52,Commerce,21.0,160.69,2020-05-12,2020-05-09,4.0,34.0006,-118.1598,Southeast
53,Compton,295.0,295.28,2020-05-12,2020-05-09,20.0,33.8958,-118.2201,Southeast
54,Country Club Park,77.0,508.15,2020-05-12,2020-05-09,1.0,34.0503,-118.3212,Central L.A.
55,Covina,149.0,228.42,2020-05-12,2020-05-09,7.0,34.09,-117.8903,San Gabriel Valley
56,Covina (Charter Oak),25.0,190.2,2020-05-12,2020-05-09,3.0,34.0994,-117.8464,San Gabriel Valley
57,Crenshaw District,60.0,433.87,2020-05-12,2020-05-09,4.0,34.0158,-118.3453,South L.A.
58,Crestview,76.0,668.54,2020-05-12,2020-05-09,5.0,34.0458,-118.3816,Westside
59,Cudahy,99.0,406.62,2020-05-12,2020-05-09,1.0,33.9609,-118.1858,Southeast
60,Culver City,118.0,296.0,2020-05-12,2020-05-09,24.0,34.0211,-118.3965,Westside
61,Del Aire,11.0,250.4,2020-05-12,2020-05-09,1.0,33.9161,-118.3695,South Bay
62,Del Rey,58.0,193.75,2020-05-12,2020-05-09,0.0,33.9878,-118.4229,Westside
63,Del Sur,2.0,82.82,2020-05-12,2020-05-09,0.0,,,
64,Desert View Highlands,4.0,160.45,2020-05-12,2020-05-09,0.0,,,
65,Diamond Bar,44.0,76.5,2020-05-12,2020-05-09,2.0,34.0286,-117.8103,San Gabriel Valley
66,Downey,306.0,267.8,2020-05-12,2020-05-09,27.0,33.9451,-118.1281,Southeast
67,Downtown,90.0,327.19,2020-05-12,2020-05-09,5.0,34.0422,-118.2488,Central L.A.
68,Duarte,101.0,413.34,2020-05-12,2020-05-09,6.0,34.1607,-117.9504,San Gabriel Valley
69,Eagle Rock,129.0,325.85,2020-05-12,2020-05-09,12.0,34.1322,-118.2117,Northeast L.A.
70,East Covina,0.0,0.0,2020-05-12,2020-05-09,0.0,,,
71,East Hollywood,172.0,587.29,2020-05-12,2020-05-09,9.0,34.0948,-118.291,Central L.A.
72,East La Mirada,9.0,170.07,2020-05-12,2020-05-09,0.0,,,
73,East Lancaster,0.0,0.0,2020-05-12,2020-05-09,0.0,,,
74,East Los Angeles,491.0,391.96,2020-05-12,2020-05-09,17.0,34.0316,-118.1724,Eastside
75,East Pasadena,0.0,0.0,2020-05-12,2020-05-09,0.0,,,
76,East Rancho Dominguez,27.0,176.38,2020-05-12,2020-05-09,2.0,33.898070000000004,-118.19535,Southeast
77,East Whittier,6.0,113.08,2020-05-12,2020-05-09,2.0,,,
78,Echo Park,33.0,231.48,2020-05-12,2020-05-09,6.0,34.0782,-118.2606,Central L.A.
79,El Camino Village,14.0,159.25,2020-05-12,2020-05-09,1.0,33.8895,-118.3309,South Bay
80,El Monte,248.0,211.48,2020-05-12,2020-05-09,21.0,34.0733,-118.0275,San Gabriel Valley
81,El Segundo,30.0,178.72,2020-05-12,2020-05-09,0.0,33.9192,-118.4165,South Bay
82,El Sereno,124.0,296.59,2020-05-12,2020-05-09,4.0,34.0875,-118.1715,Eastside
83,Elizabeth Lake,1.0,60.2,2020-05-12,2020-05-09,0.0,,,
84,Elysian Park,12.0,210.08,2020-05-12,2020-05-09,1.0,34.0838,-118.2366,Central L.A.
85,Elysian Valley,32.0,314.62,2020-05-12,2020-05-09,5.0,34.0967,-118.2427,Central L.A.
86,Encino,102.0,225.8,2020-05-12,2020-05-09,1.0,34.1517,-118.5214,San Fernando Valley
87,Exposition,6.0,180.4,2020-05-12,2020-05-09,1.0,,,
88,Exposition Park,175.0,389.61,2020-05-12,2020-05-09,14.0,34.0147,-118.2872,South L.A.
89,Faircrest Heights,4.0,111.11,2020-05-12,2020-05-09,0.0,,,
90,Figueroa Park Square,24.0,275.2,2020-05-12,2020-05-09,1.0,33.9602,-118.28399999999999,South L.A.
91,Florence-Firestone,515.0,486.82,2020-05-12,2020-05-09,32.0,33.9632,-118.2426,South L.A.
92,Franklin Canyon,0.0,0.0,2020-05-12,2020-05-09,0.0,,,
93,Gardena,191.0,311.53,2020-05-12,2020-05-09,6.0,33.8938,-118.30799999999999,South Bay
94,Glassell Park,140.0,442.98,2020-05-12,2020-05-09,3.0,34.1161,-118.229,Northeast L.A.
95,Glendale,768.0,371.93,2020-05-12,2020-05-09,51.0,34.1425,-118.2551,Verdugos
96,Glendora,78.0,303.03,2020-05-12,2020-05-09,11.0,34.1361,-117.8653,San Gabriel Valley
97,Gramercy Place,43.0,399.48,2020-05-12,2020-05-09,3.0,34.0468,-118.3127,Central L.A.
98,Granada Hills,178.0,305.89,2020-05-12,2020-05-09,18.0,34.2794,-118.5022,San Fernando Valley
99,Green Meadows,94.0,437.11,2020-05-12,2020-05-09,6.0,33.9556,-118.2694,South L.A.
100,Hacienda Heights,73.0,130.53,2020-05-12,2020-05-09,3.0,33.9931,-117.9687,San Gabriel Valley
101,Hancock Park,72.0,422.56,2020-05-12,2020-05-09,2.0,34.0745,-118.3304,Central L.A.
102,Harbor City,57.0,196.08,2020-05-12,2020-05-09,0.0,33.79,-118.2978,Harbor
103,Harbor Gateway,87.0,199.54,2020-05-12,2020-05-09,3.0,33.8501,-118.2991,Harbor
104,Harbor Pines,6.0,249.07,2020-05-12,2020-05-09,2.0,,,
105,Harvard Heights,88.0,487.94,2020-05-12,2020-05-09,9.0,34.044000000000004,-118.3042,Central L.A.
106,Harvard Park,186.0,490.31,2020-05-12,2020-05-09,15.0,33.9841,-118.3042,South L.A.
107,Hawaiian Gardens,16.0,109.02,2020-05-12,2020-05-09,5.0,33.8314,-118.0728,Harbor
108,Hawthorne,265.0,293.96,2020-05-12,2020-05-09,8.0,33.9194,-118.354,South Bay
109,Hermosa Beach,25.0,127.1,2020-05-12,2020-05-09,0.0,33.8621,-118.4,South Bay
110,Hi Vista,0.0,0.0,2020-05-12,2020-05-09,0.0,,,
111,Hidden Hills,1.0,52.91,2020-05-12,2020-05-09,0.0,,,
112,Highland Park,120.0,247.98,2020-05-12,2020-05-09,12.0,34.1145,-118.1842,Northeast L.A.
113,Historic Filipinotown,87.0,627.25,2020-05-12,2020-05-09,8.0,34.0703,-118.26799999999999,Central L.A.
114,Hollywood,220.0,322.33,2020-05-12,2020-05-09,7.0,34.1016,-118.3337,Central L.A.
115,Hollywood Hills,73.0,248.01,2020-05-12,2020-05-09,4.0,34.1341,-118.3215,Central L.A.
116,Huntington Park,217.0,364.8,2020-05-12,2020-05-09,17.0,33.9849,-118.2278,Southeast
117,Hyde Park,95.0,332.85,2020-05-12,2020-05-09,4.0,33.9819,-118.3309,South L.A.
118,Industry,11.0,2517.16,2020-05-12,2020-05-09,4.0,,,
119,Inglewood,432.0,380.34,2020-05-12,2020-05-09,17.0,33.961,-118.3554,South Bay
120,Irwindale,3.0,205.62,2020-05-12,2020-05-09,1.0,,,
121,Jefferson Park,26.0,322.06,2020-05-12,2020-05-09,2.0,34.0272,-118.3176,South L.A.
122,Kagel/Lopez Canyons,2.0,141.64,2020-05-12,2020-05-09,1.0,,,
123,Koreatown,196.0,379.16,2020-05-12,2020-05-09,23.0,34.0578,-118.3009,Central L.A.
124,La Canada Flintridge,45.0,217.46,2020-05-12,2020-05-09,2.0,34.2091,-118.2001,Verdugos
125,La Crescenta-Montrose,21.0,106.06,2020-05-12,2020-05-09,3.0,34.2288,-118.2351,Verdugos
126,La Habra Heights,7.0,128.32,2020-05-12,2020-05-09,3.0,,,
127,La Mirada,81.0,163.31,2020-05-12,2020-05-09,6.0,33.919000000000004,-118.0105,Southeast
128,La Puente,58.0,142.52,2020-05-12,2020-05-09,5.0,34.02,-117.9495,San Gabriel Valley
129,La Rambla,7.0,337.35,2020-05-12,2020-05-09,1.0,33.744119,-118.301353,Harbor
130,La Verne,25.0,147.06,2020-05-12,2020-05-09,3.0,34.1202,-117.7704,Pomona Valley
131,Ladera Heights,17.0,240.42,2020-05-12,2020-05-09,0.0,33.9878,-118.3704,Westside
132,Lafayette Square,15.0,329.02,2020-05-12,2020-05-09,1.0,34.0431,-118.3319,Central L.A.
133,Lake Balboa,138.0,326.97,2020-05-12,2020-05-09,4.0,34.1839,-118.4954,San Fernando Valley
134,Lake Hughes,0.0,0.0,2020-05-12,2020-05-09,0.0,,,
135,Lake Los Angeles,25.0,192.4,2020-05-12,2020-05-09,0.0,34.6125,-117.8281,Antelope Valley
136,Lake Manor,3.0,182.59,2020-05-12,2020-05-09,0.0,,,
137,Lakeview Terrace,73.0,555.85,2020-05-12,2020-05-09,3.0,34.2764,-118.3612,San Fernando Valley
138,Lakewood,109.0,135.64,2020-05-12,2020-05-09,6.0,33.8536,-118.134,Harbor
139,Lancaster,425.0,263.04,2020-05-12,2020-05-09,20.0,34.6868,-118.1542,Antelope Valley
140,Lawndale,81.0,240.97,2020-05-12,2020-05-09,3.0,33.8881,-118.3535,South Bay
141,Leimert Park,41.0,269.12,2020-05-12,2020-05-09,1.0,34.0118,-118.3234,South L.A.
142,Lennox,71.0,314.97,2020-05-12,2020-05-09,6.0,33.9397,-118.3529,South Bay
143,Leona Valley,1.0,57.11,2020-05-12,2020-05-09,0.0,,,
144,Lincoln Heights,160.0,490.84,2020-05-12,2020-05-09,8.0,34.0706,-118.2051,Eastside
145,Little Armenia,164.0,2043.61,2020-05-12,2020-05-09,10.0,34.0981,-118.3005,Central L.A.
146,Little Bangladesh,92.0,324.6,2020-05-12,2020-05-09,3.0,34.0691,-118.2956,Central L.A.
147,Little Tokyo,9.0,287.26,2020-05-12,2020-05-09,0.0,34.0523,-118.2395,Central L.A.
148,Littlerock,11.0,273.56,2020-05-12,2020-05-09,0.0,,,
149,Littlerock/Juniper Hills,2.0,154.2,2020-05-12,2020-05-09,1.0,,,
150,Littlerock/Pearblossom,11.0,308.21,2020-05-12,2020-05-09,4.0,34.5211,-117.9837,Antelope Valley
151,Llano,1.0,114.03,2020-05-12,2020-05-09,0.0,,,
152,Lomita,42.0,202.61,2020-05-12,2020-05-09,1.0,33.7922,-118.3151,South Bay
153,Longwood,17.0,394.98,2020-05-12,2020-05-09,-1.0,34.055296000000006,-118.33941499999999,Central L.A.
154,Los Feliz,42.0,194.37,2020-05-12,2020-05-09,4.0,34.1124,-118.2851,Central L.A.
155,Lynwood,284.0,394.19,2020-05-12,2020-05-09,24.0,33.9293,-118.2139,Southeast
156,Malibu,32.0,246.89,2020-05-12,2020-05-09,0.0,34.0259,-118.7798,Santa Monica Mountains
157,Manchester Square,17.0,199.16,2020-05-12,2020-05-09,1.0,33.8993,-118.2977,South Bay
158,Mandeville Canyon,1.0,32.01,2020-05-12,2020-05-09,0.0,,,
159,Manhattan Beach,71.0,197.23,2020-05-12,2020-05-09,2.0,33.8812,-118.4072,South Bay
160,Mar Vista,64.0,150.69,2020-05-12,2020-05-09,0.0,34.0037,-118.469,Westside
161,Marina Peninsula,9.0,206.42,2020-05-12,2020-05-09,0.0,33.9797,-118.4657,Westside
162,Marina del Rey,13.0,138.14,2020-05-12,2020-05-09,0.0,33.9803,-118.4517,Westside
163,Maywood,100.0,356.52,2020-05-12,2020-05-09,13.0,33.9885,-118.1874,Southeast
164,Melrose,421.0,541.86,2020-05-12,2020-05-09,15.0,34.0837,-118.3366,Central L.A.
165,Mid-city,43.0,286.09,2020-05-12,2020-05-09,0.0,34.0429,-118.3344,Central L.A.
166,Miracle Mile,38.0,211.29,2020-05-12,2020-05-09,1.0,34.0597,-118.35,Central L.A.
167,Mission Hills,99.0,410.38,2020-05-12,2020-05-09,5.0,34.2723,-118.4689,San Fernando Valley
168,Monrovia,110.0,386.5,2020-05-12,2020-05-09,21.0,34.1481,-117.999,San Gabriel Valley
169,Montebello,219.0,340.19,2020-05-12,2020-05-09,10.0,34.0095,-118.1054,Southeast
170,Monterey Park,111.0,178.28,2020-05-12,2020-05-09,6.0,34.0625,-118.1228,San Gabriel Valley
171,Mt. Washington,66.0,273.35,2020-05-12,2020-05-09,4.0,34.1003,-118.2097,Northeast L.A.
172,Newhall,0.0,0.0,2020-05-12,2020-05-09,0.0,,,
173,North Hills,271.0,440.11,2020-05-12,2020-05-09,27.0,34.2362,-118.4851,San Fernando Valley
174,North Hollywood,501.0,330.87,2020-05-12,2020-05-09,25.0,34.187,-118.3813,San Fernando Valley
175,North Lancaster,4.0,333.89,2020-05-12,2020-05-09,0.0,,,
176,North Whittier,7.0,83.73,2020-05-12,2020-05-09,1.0,34.0396,-117.9991,San Gabriel Valley
177,Northeast San Gabriel,24.0,99.85,2020-05-12,2020-05-09,2.0,34.0961,-118.1058,San Gabriel Valley
178,Northridge,221.0,316.63,2020-05-12,2020-05-09,10.0,34.2379,-118.5302,San Fernando Valley
179,Norwalk,262.0,243.44,2020-05-12,2020-05-09,18.0,33.9022,-118.0817,Southeast
180,Pacific Palisades,40.0,187.87,2020-05-12,2020-05-09,1.0,34.0481,-118.5265,Westside
181,Pacoima,442.0,574.18,2020-05-12,2020-05-09,29.0,34.2625,-118.427,San Fernando Valley
182,Palisades Highlands,3.0,78.0,2020-05-12,2020-05-09,0.0,,,
183,Palmdale,511.0,475.06,2020-05-12,2020-05-09,6.0,34.5794,-118.1093,Antelope Valley
184,Palms,156.0,355.54,2020-05-12,2020-05-09,1.0,34.0237,-118.4151,Westside
185,Palos Verdes Estates,40.0,295.81,2020-05-12,2020-05-09,0.0,33.7871,-118.3976,South Bay
186,Palos Verdes Peninsula,0.0,0.0,2020-05-12,2020-05-09,0.0,,,
187,Panorama City,466.0,619.27,2020-05-12,2020-05-09,32.0,34.2247,-118.4498,San Fernando Valley
188,Paramount,182.0,324.87,2020-05-12,2020-05-09,9.0,33.8895,-118.1598,Southeast
189,Park La Brea,13.0,95.73,2020-05-12,2020-05-09,0.0,34.0702,-118.3497,Central L.A.
190,Pearblossom/Llano,2.0,102.25,2020-05-12,2020-05-09,0.0,,,
191,Pellissier Village,0.0,0.0,2020-05-12,2020-05-09,0.0,,,
192,Pico Rivera,270.0,420.01,2020-05-12,2020-05-09,10.0,33.9831,-118.0967,Southeast
193,Pico-Union,379.0,905.79,2020-05-12,2020-05-09,27.0,34.0446,-118.277,Central L.A.
194,Placerita Canyon,0.0,0.0,2020-05-12,2020-05-09,0.0,,,
195,Playa Del Rey,1.0,31.29,2020-05-12,2020-05-09,0.0,,,
196,Playa Vista,20.0,182.7,2020-05-12,2020-05-09,0.0,33.9728,-118.4276,Westside
197,Pomona,271.0,173.15,2020-05-12,2020-05-09,17.0,34.0551,-117.75,Pomona Valley
198,Porter Ranch,65.0,182.65,2020-05-12,2020-05-09,0.0,39.4346,-121.0205,
199,Quartz Hill,29.0,224.7,2020-05-12,2020-05-09,0.0,34.6453,-118.2181,Antelope Valley
200,Rancho Dominguez,12.0,450.96,2020-05-12,2020-05-09,0.0,33.8508,-118.2249,Harbor
201,Rancho Palos Verdes,75.0,175.45,2020-05-12,2020-05-09,0.0,33.7445,-118.387,South Bay
202,Rancho Park,12.0,182.93,2020-05-12,2020-05-09,0.0,34.0454,-118.4207,Westside
203,Redondo Beach,120.0,174.68,2020-05-12,2020-05-09,2.0,33.8492,-118.3884,South Bay
204,Regent Square,3.0,107.91,2020-05-12,2020-05-09,0.0,,,
205,Reseda,337.0,439.85,2020-05-12,2020-05-09,23.0,34.2011,-118.536,San Fernando Valley
206,Reseda Ranch,23.0,496.12,2020-05-12,2020-05-09,0.0,34.216,-118.5356,San Fernando Valley
207,Reynier Village,9.0,212.87,2020-05-12,2020-05-09,0.0,34.0368,-118.3856,Central L.A.
208,Rolling Hills,2.0,103.09,2020-05-12,2020-05-09,0.0,,,
209,Rolling Hills Estates,13.0,160.24,2020-05-12,2020-05-09,0.0,33.7878,-118.3581,South Bay
210,Roosevelt,0.0,0.0,2020-05-12,2020-05-09,0.0,,,
211,Rosemead,56.0,101.17,2020-05-12,2020-05-09,4.0,34.0806,-118.0728,San Gabriel Valley
212,Rosewood,5.0,388.8,2020-05-12,2020-05-09,0.0,,,
213,Rosewood/East Gardena,0.0,0.0,2020-05-12,2020-05-09,0.0,,,
214,Rosewood/West Rancho Dominguez,11.0,327.28,2020-05-12,2020-05-09,0.0,34.0057,-118.4304,Westside
215,Rowland Heights,72.0,141.12,2020-05-12,2020-05-09,3.0,33.9761,-117.9053,San Gabriel Valley
216,San Clemente Island,0.0,0.0,2020-05-12,2020-05-09,0.0,,,
217,San Dimas,37.0,107.2,2020-05-12,2020-05-09,4.0,34.1067,-117.8067,San Gabriel Valley
218,San Fernando,137.0,556.64,2020-05-12,2020-05-09,8.0,34.2819,-118.439,San Fernando Valley
219,San Francisquito Canyon/Bouquet Canyon,0.0,0.0,2020-05-12,2020-05-09,0.0,,,
220,San Gabriel,57.0,139.18,2020-05-12,2020-05-09,9.0,34.0968,-118.1057,San Gabriel Valley
221,San Jose Hills,33.0,163.2,2020-05-12,2020-05-09,4.0,34.0592,-117.8426,San Gabriel Valley
222,San Marino,18.0,135.57,2020-05-12,2020-05-09,4.0,34.1214,-118.1065,San Gabriel Valley
223,San Pasqual,0.0,0.0,2020-05-12,2020-05-09,0.0,,,
224,San Pedro,753.0,964.91,2020-05-12,2020-05-09,84.0,33.7361,-118.2922,Harbor
225,Sand Canyon,0.0,0.0,2020-05-12,2020-05-09,0.0,,,
226,Santa Catalina Island,2.0,749.06,2020-05-12,2020-05-09,0.0,,,
227,Santa Clarita,507.0,230.01,2020-05-12,2020-05-09,28.0,34.3917,-118.5426,Northwest County
228,Santa Fe Springs,35.0,190.59,2020-05-12,2020-05-09,4.0,33.9472,-118.0853,Southeast
229,Santa Monica,212.0,229.32,2020-05-12,2020-05-09,6.0,34.0242,-118.4965,Westside
230,Santa Monica Mountains,20.0,107.41,2020-05-12,2020-05-09,1.0,34.1203,-118.9318,
231,Saugus,4.0,2580.65,2020-05-12,2020-05-09,0.0,,,
232,Saugus/Canyon Country,0.0,0.0,2020-05-12,2020-05-09,0.0,,,
233,Shadow Hills,9.0,202.61,2020-05-12,2020-05-09,0.0,34.2575,-118.355,San Fernando Valley
234,Sherman Oaks,183.0,209.73,2020-05-12,2020-05-09,8.0,34.15,-118.4489,San Fernando Valley
235,Sierra Madre,7.0,63.7,2020-05-12,2020-05-09,1.0,34.1617,-118.0528,San Gabriel Valley
236,Signal Hill,13.0,110.2,2020-05-12,2020-05-09,4.0,33.8045,-118.1678,Harbor
237,Silverlake,145.0,328.92,2020-05-12,2020-05-09,8.0,34.0869,-118.2702,Central L.A.
238,South Antelope Valley,0.0,0.0,2020-05-12,2020-05-09,0.0,,,
239,South Carthay,27.0,254.84,2020-05-12,2020-05-09,2.0,34.0561,-118.3734,Central L.A.
240,South El Monte,47.0,215.47,2020-05-12,2020-05-09,5.0,34.0493,-118.0469,San Gabriel Valley
241,South Gate,321.0,327.03,2020-05-12,2020-05-09,15.0,33.955999999999996,-118.2113,Southeast
242,South Park,182.0,479.44,2020-05-12,2020-05-09,19.0,34.0418,-118.2639,Central L.A.
243,South Pasadena,105.0,403.02,2020-05-12,2020-05-09,6.0,34.1165,-118.1468,San Gabriel Valley
244,South San Gabriel,21.0,237.34,2020-05-12,2020-05-09,1.0,34.0492,-118.0949,San Gabriel Valley
245,South Whittier,88.0,148.59,2020-05-12,2020-05-09,5.0,33.9608,-118.0417,San Gabriel Valley
246,Southeast Antelope Valley,0.0,0.0,2020-05-12,2020-05-09,0.0,,,
247,St Elmo Village,28.0,610.82,2020-05-12,2020-05-09,1.0,34.0431,-118.34299999999999,Central L.A.
248,Stevenson Ranch,24.0,114.47,2020-05-12,2020-05-09,3.0,34.3873,-118.5802,Northwest County
249,Studio City,63.0,280.75,2020-05-12,2020-05-09,6.0,34.1413,-118.3878,San Fernando Valley
250,Sun Valley,198.0,377.27,2020-05-12,2020-05-09,9.0,34.2274,-118.3811,San Fernando Valley
251,Sun Village,7.0,115.97,2020-05-12,2020-05-09,0.0,,,
252,Sunland,111.0,543.9,2020-05-12,2020-05-09,2.0,34.266,-118.3114,Verdugos
253,Sunrise Village,1.0,77.16,2020-05-12,2020-05-09,0.0,,,
254,Sycamore Square,1.0,154.56,2020-05-12,2020-05-09,0.0,,,
255,Sylmar,516.0,626.23,2020-05-12,2020-05-09,41.0,34.3058,-118.4572,San Fernando Valley
256,Tarzana,94.0,304.44,2020-05-12,2020-05-09,5.0,34.1509,-118.5517,San Fernando Valley
257,Temple City,88.0,241.39,2020-05-12,2020-05-09,21.0,34.1072,-118.0579,San Gabriel Valley
258,Temple-Beaudry,212.0,536.95,2020-05-12,2020-05-09,13.0,34.0629,-118.2513,Central L.A.
259,Thai Town,22.0,224.28,2020-05-12,2020-05-09,3.0,34.1018,-118.3036,Central L.A.
260,Toluca Lake,14.0,160.85,2020-05-12,2020-05-09,1.0,34.1502,-118.355,San Fernando Valley
261,Toluca Terrace,3.0,229.71,2020-05-12,2020-05-09,0.0,,,
262,Toluca Woods,3.0,161.46,2020-05-12,2020-05-09,0.0,,,
263,Torrance,324.0,217.06,2020-05-12,2020-05-09,9.0,33.8408,-118.3454,South Bay
264,Tujunga,93.0,334.41,2020-05-12,2020-05-09,4.0,34.2633,-118.3027,Verdugos
265,Twin Lakes/Oat Mountain,4.0,241.25,2020-05-12,2020-05-09,0.0,,,
266,University Hills,8.0,233.3,2020-05-12,2020-05-09,0.0,,,
267,University Park,112.0,407.93,2020-05-12,2020-05-09,10.0,34.0315,-118.2797,South L.A.
268,Val Verde,5.0,151.1,2020-05-12,2020-05-09,0.0,,,
269,Valencia,6.0,195.31,2020-05-12,2020-05-09,0.0,,,
270,Valinda,37.0,158.32,2020-05-12,2020-05-09,2.0,34.0433,-117.9331,San Gabriel Valley
271,Valley Glen,101.0,336.49,2020-05-12,2020-05-09,3.0,34.1838,-118.4172,San Fernando Valley
272,Valley Village,171.0,691.75,2020-05-12,2020-05-09,15.0,34.1633,-118.3842,San Fernando Valley
273,Van Nuys,472.0,506.47,2020-05-12,2020-05-09,37.0,34.1899,-118.4514,San Fernando Valley
274,Venice,56.0,165.26,2020-05-12,2020-05-09,1.0,33.9764,-118.4667,
275,Vermont Knolls,78.0,453.49,2020-05-12,2020-05-09,3.0,33.9293,-118.2893,South L.A.
276,Vermont Square,63.0,822.78,2020-05-12,2020-05-09,2.0,34.0037,-118.3002,South L.A.
277,Vermont Vista,182.0,441.9,2020-05-12,2020-05-09,10.0,33.9465,-118.2826,South L.A.
278,Vernon,1.0,478.47,2020-05-12,2020-05-09,0.0,,,
