,neighborhood,current_cases,cases_per_100k,ds,ds_3_days_ago,new_cases_last_3_days,lat,long,region
97,Gramercy Place,52.0,483.09,2020-05-21,2020-05-18,1.0,34.0468,-118.3127,Central L.A.
98,Granada Hills,237.0,407.28,2020-05-21,2020-05-18,11.0,34.2794,-118.5022,San Fernando Valley
99,Green Meadows,128.0,595.21,2020-05-21,2020-05-18,11.0,33.9556,-118.2694,South L.A.
100,Hacienda Heights,104.0,185.96,2020-05-21,2020-05-18,17.0,33.9931,-117.9687,San Gabriel Valley
101,Hancock Park,75.0,440.17,2020-05-21,2020-05-18,4.0,34.0745,-118.3304,Central L.A.
102,Harbor City,70.0,240.8,2020-05-21,2020-05-18,5.0,33.79,-118.2978,Harbor
103,Harbor Gateway,111.0,254.59,2020-05-21,2020-05-18,7.0,33.8501,-118.2991,Harbor
104,Harbor Pines,8.0,332.09,2020-05-21,2020-05-18,0.0,,,
105,Harvard Heights,107.0,593.29,2020-05-21,2020-05-18,9.0,34.044000000000004,-118.3042,Central L.A.
106,Harvard Park,238.0,627.39,2020-05-21,2020-05-18,25.0,33.9841,-118.3042,South L.A.
107,Hawaiian Gardens,31.0,211.23,2020-05-21,2020-05-18,8.0,33.8314,-118.0728,Harbor
108,Hawthorne,346.0,384.07,2020-05-21,2020-05-18,32.0,33.9194,-118.354,South Bay
109,Hermosa Beach,28.0,142.35,2020-05-21,2020-05-18,2.0,33.8621,-118.4,South Bay
110,Hi Vista,1.0,91.07,2020-05-21,2020-05-18,1.0,,,
111,Hidden Hills,1.0,52.91,2020-05-21,2020-05-18,0.0,,,
112,Highland Park,155.0,320.31,2020-05-21,2020-05-18,10.0,34.1145,-118.1842,Northeast L.A.
113,Historic Filipinotown,112.0,807.5,2020-05-21,2020-05-18,15.0,34.0703,-118.26799999999999,Central L.A.
114,Hollywood,248.0,363.35,2020-05-21,2020-05-18,17.0,34.1016,-118.3337,Central L.A.
115,Hollywood Hills,77.0,261.6,2020-05-21,2020-05-18,1.0,34.1341,-118.3215,Central L.A.
116,Huntington Park,330.0,554.77,2020-05-21,2020-05-18,63.0,33.9849,-118.2278,Southeast
117,Hyde Park,123.0,430.96,2020-05-21,2020-05-18,11.0,33.9819,-118.3309,South L.A.
118,Industry,11.0,2517.16,2020-05-21,2020-05-18,1.0,,,
119,Inglewood,517.0,455.18,2020-05-21,2020-05-18,30.0,33.961,-118.3554,South Bay
120,Irwindale,4.0,274.16,2020-05-21,2020-05-18,0.0,,,
121,Jefferson Park,34.0,421.16,2020-05-21,2020-05-18,5.0,34.0272,-118.3176,South L.A.
122,Kagel/Lopez Canyons,5.0,354.11,2020-05-21,2020-05-18,1.0,,,
123,Koreatown,230.0,444.93,2020-05-21,2020-05-18,20.0,34.0578,-118.3009,Central L.A.
124,La Canada Flintridge,48.0,231.96,2020-05-21,2020-05-18,1.0,34.2091,-118.2001,Verdugos
125,La Crescenta-Montrose,26.0,131.31,2020-05-21,2020-05-18,2.0,34.2288,-118.2351,Verdugos
126,La Habra Heights,8.0,146.65,2020-05-21,2020-05-18,0.0,,,
127,La Mirada,140.0,282.26,2020-05-21,2020-05-18,11.0,33.919000000000004,-118.0105,Southeast
128,La Puente,83.0,203.95,2020-05-21,2020-05-18,17.0,34.02,-117.9495,San Gabriel Valley
129,La Rambla,7.0,337.35,2020-05-21,2020-05-18,0.0,33.744119,-118.301353,Harbor
130,La Verne,28.0,147.06,2020-05-21,2020-05-18,1.0,34.1202,-117.7704,Pomona Valley
131,Ladera Heights,18.0,254.56,2020-05-21,2020-05-18,1.0,33.9878,-118.3704,Westside
132,Lafayette Square,16.0,350.95,2020-05-21,2020-05-18,1.0,34.0431,-118.3319,Central L.A.
133,Lake Balboa,167.0,395.68,2020-05-21,2020-05-18,11.0,34.1839,-118.4954,San Fernando Valley
134,Lake Hughes,1.0,149.7,2020-05-21,2020-05-18,1.0,,,
135,Lake Los Angeles,27.0,207.79,2020-05-21,2020-05-18,0.0,34.6125,-117.8281,Antelope Valley
136,Lake Manor,3.0,182.59,2020-05-21,2020-05-18,0.0,,,
137,Lakeview Terrace,97.0,738.6,2020-05-21,2020-05-18,8.0,34.2764,-118.3612,San Fernando Valley
138,Lakewood,146.0,181.68,2020-05-21,2020-05-18,9.0,33.8536,-118.134,Harbor
139,Lancaster,503.0,311.32,2020-05-21,2020-05-18,23.0,34.6868,-118.1542,Antelope Valley
140,Lawndale,94.0,279.65,2020-05-21,2020-05-18,4.0,33.8881,-118.3535,South Bay
141,Leimert Park,50.0,328.19,2020-05-21,2020-05-18,4.0,34.0118,-118.3234,South L.A.
142,Lennox,85.0,377.07,2020-05-21,2020-05-18,3.0,33.9397,-118.3529,South Bay
143,Leona Valley,2.0,114.22,2020-05-21,2020-05-18,0.0,,,
144,Lincoln Heights,189.0,579.81,2020-05-21,2020-05-18,6.0,34.0706,-118.2051,Eastside
145,Little Armenia,172.0,2143.3,2020-05-21,2020-05-18,5.0,34.0981,-118.3005,Central L.A.
146,Little Bangladesh,111.0,391.63,2020-05-21,2020-05-18,7.0,34.0691,-118.2956,Central L.A.
147,Little Tokyo,13.0,414.94,2020-05-21,2020-05-18,2.0,34.0523,-118.2395,Central L.A.
148,Littlerock,14.0,348.17,2020-05-21,2020-05-18,0.0,,,
149,Littlerock/Juniper Hills,2.0,154.2,2020-05-21,2020-05-18,0.0,,,
150,Littlerock/Pearblossom,19.0,532.36,2020-05-21,2020-05-18,4.0,34.5211,-117.9837,Antelope Valley
151,Llano,1.0,114.03,2020-05-21,2020-05-18,0.0,,,
152,Lomita,48.0,231.56,2020-05-21,2020-05-18,2.0,33.7922,-118.3151,South Bay
153,Longwood,19.0,441.45,2020-05-21,2020-05-18,2.0,34.055296000000006,-118.33941499999999,Central L.A.
154,Los Feliz,46.0,212.88,2020-05-21,2020-05-18,3.0,34.1124,-118.2851,Central L.A.
155,Lynwood,392.0,544.09,2020-05-21,2020-05-18,53.0,33.9293,-118.2139,Southeast
156,Malibu,35.0,270.04,2020-05-21,2020-05-18,0.0,34.0259,-118.7798,Santa Monica Mountains
157,Manchester Square,18.0,210.87,2020-05-21,2020-05-18,0.0,33.8993,-118.2977,South Bay
158,Mandeville Canyon,1.0,32.01,2020-05-21,2020-05-18,0.0,,,
159,Manhattan Beach,74.0,205.56,2020-05-21,2020-05-18,1.0,33.8812,-118.4072,South Bay
160,Mar Vista,75.0,176.59,2020-05-21,2020-05-18,3.0,34.0037,-118.469,Westside
161,Marina Peninsula,10.0,229.36,2020-05-21,2020-05-18,1.0,33.9797,-118.4657,Westside
162,Marina del Rey,14.0,148.76,2020-05-21,2020-05-18,0.0,33.9803,-118.4517,Westside
163,Maywood,158.0,563.3,2020-05-21,2020-05-18,26.0,33.9885,-118.1874,Southeast
164,Melrose,484.0,622.94,2020-05-21,2020-05-18,24.0,34.0837,-118.3366,Central L.A.
165,Mid-city,48.0,319.36,2020-05-21,2020-05-18,4.0,34.0429,-118.3344,Central L.A.
166,Miracle Mile,40.0,222.41,2020-05-21,2020-05-18,1.0,34.0597,-118.35,Central L.A.
167,Mission Hills,126.0,522.3,2020-05-21,2020-05-18,4.0,34.2723,-118.4689,San Fernando Valley
168,Monrovia,148.0,438.03,2020-05-21,2020-05-18,8.0,34.1481,-117.999,San Gabriel Valley
169,Montebello,304.0,472.23,2020-05-21,2020-05-18,51.0,34.0095,-118.1054,Southeast
170,Monterey Park,124.0,199.16,2020-05-21,2020-05-18,5.0,34.0625,-118.1228,San Gabriel Valley
171,Mt. Washington,73.0,302.34,2020-05-21,2020-05-18,3.0,34.1003,-118.2097,Northeast L.A.
172,Newhall,0.0,0.0,2020-05-21,2020-05-18,0.0,,,
173,North Hills,343.0,557.04,2020-05-21,2020-05-18,22.0,34.2362,-118.4851,San Fernando Valley
174,North Hollywood,586.0,387.0,2020-05-21,2020-05-18,21.0,34.187,-118.3813,San Fernando Valley
175,North Lancaster,4.0,333.89,2020-05-21,2020-05-18,0.0,,,
176,North Whittier,10.0,119.62,2020-05-21,2020-05-18,1.0,34.0396,-117.9991,San Gabriel Valley
177,Northeast San Gabriel,37.0,153.94,2020-05-21,2020-05-18,7.0,34.0961,-118.1058,San Gabriel Valley
178,Northridge,274.0,392.57,2020-05-21,2020-05-18,23.0,34.2379,-118.5302,San Fernando Valley
179,Norwalk,327.0,303.84,2020-05-21,2020-05-18,33.0,33.9022,-118.0817,Southeast
180,Pacific Palisades,45.0,211.36,2020-05-21,2020-05-18,0.0,34.0481,-118.5265,Westside
181,Pacoima,577.0,749.56,2020-05-21,2020-05-18,46.0,34.2625,-118.427,San Fernando Valley
182,Palisades Highlands,3.0,78.0,2020-05-21,2020-05-18,0.0,,,
183,Palmdale,603.0,475.06,2020-05-21,2020-05-18,23.0,34.5794,-118.1093,Antelope Valley
184,Palms,176.0,401.12,2020-05-21,2020-05-18,5.0,34.0237,-118.4151,Westside
185,Palos Verdes Estates,41.0,303.21,2020-05-21,2020-05-18,-1.0,33.7871,-118.3976,South Bay
186,Palos Verdes Peninsula,0.0,0.0,2020-05-21,2020-05-18,0.0,,,
187,Panorama City,603.0,801.33,2020-05-21,2020-05-18,35.0,34.2247,-118.4498,San Fernando Valley
188,Paramount,233.0,415.9,2020-05-21,2020-05-18,28.0,33.8895,-118.1598,Southeast
189,Park La Brea,17.0,125.18,2020-05-21,2020-05-18,1.0,34.0702,-118.3497,Central L.A.
190,Pearblossom/Llano,2.0,102.25,2020-05-21,2020-05-18,0.0,,,
191,Pellissier Village,0.0,0.0,2020-05-21,2020-05-18,0.0,,,
192,Pico Rivera,378.0,588.02,2020-05-21,2020-05-18,42.0,33.9831,-118.0967,Southeast
193,Pico-Union,456.0,1089.81,2020-05-21,2020-05-18,26.0,34.0446,-118.277,Central L.A.
194,Placerita Canyon,0.0,0.0,2020-05-21,2020-05-18,0.0,,,
195,Playa Del Rey,2.0,62.58,2020-05-21,2020-05-18,0.0,,,
196,Playa Vista,22.0,200.97,2020-05-21,2020-05-18,0.0,33.9728,-118.4276,Westside
197,Pomona,329.0,210.35,2020-05-21,2020-05-18,24.0,34.0551,-117.75,Pomona Valley
198,Porter Ranch,80.0,224.79,2020-05-21,2020-05-18,8.0,39.4346,-121.0205,
199,Quartz Hill,33.0,255.7,2020-05-21,2020-05-18,2.0,34.6453,-118.2181,Antelope Valley
200,Rancho Dominguez,13.0,488.54,2020-05-21,2020-05-18,0.0,33.8508,-118.2249,Harbor
201,Rancho Palos Verdes,81.0,189.49,2020-05-21,2020-05-18,1.0,33.7445,-118.387,South Bay
202,Rancho Park,12.0,182.93,2020-05-21,2020-05-18,0.0,34.0454,-118.4207,Westside
203,Redondo Beach,131.0,190.69,2020-05-21,2020-05-18,5.0,33.8492,-118.3884,South Bay
204,Regent Square,3.0,107.91,2020-05-21,2020-05-18,0.0,,,
205,Reseda,446.0,582.12,2020-05-21,2020-05-18,47.0,34.2011,-118.536,San Fernando Valley
206,Reseda Ranch,29.0,625.54,2020-05-21,2020-05-18,0.0,34.216,-118.5356,San Fernando Valley
207,Reynier Village,10.0,236.52,2020-05-21,2020-05-18,0.0,34.0368,-118.3856,Central L.A.
208,Rolling Hills,2.0,103.09,2020-05-21,2020-05-18,0.0,,,
209,Rolling Hills Estates,14.0,172.56,2020-05-21,2020-05-18,1.0,33.7878,-118.3581,South Bay
210,Roosevelt,0.0,0.0,2020-05-21,2020-05-18,0.0,,,
211,Rosemead,71.0,128.27,2020-05-21,2020-05-18,3.0,34.0806,-118.0728,San Gabriel Valley
212,Rosewood,5.0,388.8,2020-05-21,2020-05-18,0.0,,,
213,Rosewood/East Gardena,0.0,0.0,2020-05-21,2020-05-18,0.0,,,
214,Rosewood/West Rancho Dominguez,15.0,446.3,2020-05-21,2020-05-18,0.0,34.0057,-118.4304,Westside
215,Rowland Heights,104.0,203.83,2020-05-21,2020-05-18,22.0,33.9761,-117.9053,San Gabriel Valley
216,San Clemente Island,0.0,0.0,2020-05-21,2020-05-18,0.0,,,
217,San Dimas,40.0,115.89,2020-05-21,2020-05-18,1.0,34.1067,-117.8067,San Gabriel Valley
218,San Fernando,173.0,702.91,2020-05-21,2020-05-18,12.0,34.2819,-118.439,San Fernando Valley
219,San Francisquito Canyon/Bouquet Canyon,0.0,0.0,2020-05-21,2020-05-18,0.0,,,
220,San Gabriel,88.0,214.88,2020-05-21,2020-05-18,6.0,34.0968,-118.1057,San Gabriel Valley
221,San Jose Hills,49.0,242.32,2020-05-21,2020-05-18,9.0,34.0592,-117.8426,San Gabriel Valley
222,San Marino,21.0,158.17,2020-05-21,2020-05-18,2.0,34.1214,-118.1065,San Gabriel Valley
223,San Pasqual,1.0,49.14,2020-05-21,2020-05-18,0.0,,,
224,San Pedro,807.0,1034.11,2020-05-21,2020-05-18,8.0,33.7361,-118.2922,Harbor
225,Sand Canyon,0.0,0.0,2020-05-21,2020-05-18,0.0,,,
226,Santa Catalina Island,2.0,749.06,2020-05-21,2020-05-18,0.0,,,
227,Santa Clarita,623.0,282.64,2020-05-21,2020-05-18,40.0,34.3917,-118.5426,Northwest County
228,Santa Fe Springs,49.0,266.83,2020-05-21,2020-05-18,10.0,33.9472,-118.0853,Southeast
229,Santa Monica,244.0,263.94,2020-05-21,2020-05-18,3.0,34.0242,-118.4965,Westside
230,Santa Monica Mountains,20.0,107.41,2020-05-21,2020-05-18,0.0,34.1203,-118.9318,
231,Saugus,4.0,2580.65,2020-05-21,2020-05-18,0.0,,,
232,Saugus/Canyon Country,0.0,0.0,2020-05-21,2020-05-18,0.0,,,
233,Shadow Hills,10.0,225.12,2020-05-21,2020-05-18,0.0,34.2575,-118.355,San Fernando Valley
234,Sherman Oaks,207.0,237.24,2020-05-21,2020-05-18,6.0,34.15,-118.4489,San Fernando Valley
235,Sierra Madre,9.0,81.9,2020-05-21,2020-05-18,1.0,34.1617,-118.0528,San Gabriel Valley
236,Signal Hill,18.0,152.58,2020-05-21,2020-05-18,0.0,33.8045,-118.1678,Harbor
237,Silverlake,159.0,360.68,2020-05-21,2020-05-18,5.0,34.0869,-118.2702,Central L.A.
238,South Antelope Valley,0.0,0.0,2020-05-21,2020-05-18,0.0,,,
239,South Carthay,30.0,283.15,2020-05-21,2020-05-18,2.0,34.0561,-118.3734,Central L.A.
240,South El Monte,69.0,311.23,2020-05-21,2020-05-18,13.0,34.0493,-118.0469,San Gabriel Valley
241,South Gate,422.0,429.93,2020-05-21,2020-05-18,52.0,33.955999999999996,-118.2113,Southeast
242,South Park,260.0,684.91,2020-05-21,2020-05-18,37.0,34.0418,-118.2639,Central L.A.
243,South Pasadena,119.0,456.76,2020-05-21,2020-05-18,8.0,34.1165,-118.1468,San Gabriel Valley
244,South San Gabriel,26.0,293.85,2020-05-21,2020-05-18,2.0,34.0492,-118.0949,San Gabriel Valley
245,South Whittier,131.0,221.2,2020-05-21,2020-05-18,26.0,33.9608,-118.0417,San Gabriel Valley
246,Southeast Antelope Valley,0.0,0.0,2020-05-21,2020-05-18,0.0,,,
247,St Elmo Village,41.0,894.42,2020-05-21,2020-05-18,4.0,34.0431,-118.34299999999999,Central L.A.
248,Stevenson Ranch,29.0,138.32,2020-05-21,2020-05-18,1.0,34.3873,-118.5802,Northwest County
249,Studio City,71.0,316.4,2020-05-21,2020-05-18,4.0,34.1413,-118.3878,San Fernando Valley
250,Sun Valley,246.0,468.72,2020-05-21,2020-05-18,10.0,34.2274,-118.3811,San Fernando Valley
251,Sun Village,11.0,182.24,2020-05-21,2020-05-18,1.0,,,
252,Sunland,125.0,612.5,2020-05-21,2020-05-18,5.0,34.266,-118.3114,Verdugos
253,Sunrise Village,2.0,154.32,2020-05-21,2020-05-18,0.0,,,
254,Sycamore Square,1.0,154.56,2020-05-21,2020-05-18,0.0,,,
255,Sylmar,647.0,785.21,2020-05-21,2020-05-18,45.0,34.3058,-118.4572,San Fernando Valley
256,Tarzana,119.0,385.41,2020-05-21,2020-05-18,11.0,34.1509,-118.5517,San Fernando Valley
257,Temple City,119.0,326.43,2020-05-21,2020-05-18,12.0,34.1072,-118.0579,San Gabriel Valley
258,Temple-Beaudry,264.0,668.66,2020-05-21,2020-05-18,27.0,34.0629,-118.2513,Central L.A.
259,Thai Town,27.0,275.26,2020-05-21,2020-05-18,2.0,34.1018,-118.3036,Central L.A.
260,Toluca Lake,16.0,183.82,2020-05-21,2020-05-18,0.0,34.1502,-118.355,San Fernando Valley
261,Toluca Terrace,5.0,382.85,2020-05-21,2020-05-18,1.0,,,
262,Toluca Woods,3.0,161.46,2020-05-21,2020-05-18,0.0,,,
263,Torrance,345.0,231.13,2020-05-21,2020-05-18,6.0,33.8408,-118.3454,South Bay
264,Tujunga,105.0,377.56,2020-05-21,2020-05-18,5.0,34.2633,-118.3027,Verdugos
265,Twin Lakes/Oat Mountain,4.0,241.25,2020-05-21,2020-05-18,0.0,,,
266,University Hills,11.0,320.79,2020-05-21,2020-05-18,2.0,,,
267,University Park,142.0,517.19,2020-05-21,2020-05-18,9.0,34.0315,-118.2797,South L.A.
268,Val Verde,15.0,453.31,2020-05-21,2020-05-18,1.0,,,
269,Valencia,7.0,227.86,2020-05-21,2020-05-18,0.0,,,
270,Valinda,64.0,273.84,2020-05-21,2020-05-18,13.0,34.0433,-117.9331,San Gabriel Valley
271,Valley Glen,110.0,366.47,2020-05-21,2020-05-18,1.0,34.1838,-118.4172,San Fernando Valley
272,Valley Village,189.0,764.56,2020-05-21,2020-05-18,10.0,34.1633,-118.3842,San Fernando Valley
273,Van Nuys,593.0,636.31,2020-05-21,2020-05-18,41.0,34.1899,-118.4514,San Fernando Valley
274,Venice,62.0,182.97,2020-05-21,2020-05-18,2.0,33.9764,-118.4667,
275,Vermont Knolls,115.0,668.6,2020-05-21,2020-05-18,7.0,33.9293,-118.2893,South L.A.
276,Vermont Square,74.0,966.44,2020-05-21,2020-05-18,5.0,34.0037,-118.3002,South L.A.
277,Vermont Vista,257.0,624.0,2020-05-21,2020-05-18,24.0,33.9465,-118.2826,South L.A.
278,Vernon,1.0,478.47,2020-05-21,2020-05-18,0.0,,,
