,ds,region,current_cases,new_cases,cases_7_day_avg,population_2010,cases_per_100k_7_day_avg
464,2020-04-29,Pomona Valley,210.0,20.0,9.29,218783.0,4.246216570757325
465,2020-04-30,Pomona Valley,212.0,2.0,7.86,218783.0,3.592600887637522
466,2020-05-01,Pomona Valley,218.0,6.0,7.71,218783.0,3.5240398019955848
467,2020-05-03,Pomona Valley,235.0,17.0,9.29,218783.0,4.246216570757325
468,2020-05-04,Pomona Valley,240.0,5.0,9.86,218783.0,4.506748696196688
469,2020-05-05,Pomona Valley,259.0,19.0,10.14,218783.0,4.6347293893949715
470,2020-05-06,Pomona Valley,268.0,9.0,11.14,218783.0,5.0918032936745545
471,2020-05-07,Pomona Valley,280.0,12.0,10.0,218783.0,4.57073904279583
472,2020-05-08,Pomona Valley,288.0,8.0,10.86,218783.0,4.963822600476271
473,2020-05-09,Pomona Valley,305.0,17.0,12.43,218783.0,5.681428630195216
474,2020-05-10,Pomona Valley,311.0,6.0,10.86,218783.0,4.963822600476271
475,2020-05-11,Pomona Valley,319.0,8.0,11.29,218783.0,5.1603643793164915
476,2020-05-12,Pomona Valley,326.0,7.0,9.57,218783.0,4.374197263955609
477,2020-05-13,Pomona Valley,336.0,10.0,9.71,218783.0,4.438187610554751
478,2020-05-14,Pomona Valley,341.0,5.0,8.71,218783.0,3.9811137062751683
479,2020-05-15,Pomona Valley,344.0,3.0,8.0,218783.0,3.656591234236664
480,2020-05-16,Pomona Valley,355.0,11.0,7.14,218783.0,3.2635076765562223
481,2020-05-17,Pomona Valley,357.0,2.0,6.57,218783.0,3.0029755511168603
482,2020-05-18,Pomona Valley,364.0,7.0,6.43,218783.0,2.9389852045177185
483,2020-03-18,San Fernando Valley,29.0,0.0,,1435854.0,
484,2020-03-19,San Fernando Valley,38.0,9.0,,1435854.0,
485,2020-03-20,San Fernando Valley,51.0,13.0,,1435854.0,
486,2020-03-21,San Fernando Valley,64.0,13.0,,1435854.0,
487,2020-03-22,San Fernando Valley,66.0,2.0,,1435854.0,
488,2020-03-23,San Fernando Valley,84.0,18.0,,1435854.0,
489,2020-03-24,San Fernando Valley,97.0,13.0,9.71,1435854.0,0.6762525994982778
490,2020-03-25,San Fernando Valley,114.0,17.0,12.14,1435854.0,0.8454898617826047
491,2020-03-26,San Fernando Valley,164.0,50.0,18.0,1435854.0,1.2536093502542738
492,2020-03-27,San Fernando Valley,184.0,20.0,19.0,1435854.0,1.323254314157289
493,2020-03-28,San Fernando Valley,248.0,64.0,26.29,1435854.0,1.8309661010102698
494,2020-03-29,San Fernando Valley,297.0,49.0,33.0,1435854.0,2.298283808799502
495,2020-03-30,San Fernando Valley,341.0,44.0,36.71,1435854.0,2.5566666248796883
496,2020-03-31,San Fernando Valley,402.0,61.0,43.57,1435854.0,3.0344310772543728
497,2020-04-01,San Fernando Valley,479.0,77.0,52.14,1435854.0,3.631288417903213
498,2020-04-02,San Fernando Valley,556.0,77.0,56.0,1435854.0,3.900117978568852
499,2020-04-03,San Fernando Valley,646.0,90.0,66.0,1435854.0,4.596567617599004
500,2020-04-04,San Fernando Valley,786.0,140.0,76.86,1435854.0,5.352911925585749
501,2020-04-05,San Fernando Valley,885.0,99.0,84.0,1435854.0,5.850176967853278
502,2020-04-06,San Fernando Valley,959.0,74.0,88.29,1435854.0,6.148953862997214
503,2020-04-07,San Fernando Valley,1064.0,105.0,94.57,1435854.0,6.5863242363081484
504,2020-04-08,San Fernando Valley,1148.0,84.0,95.57,1435854.0,6.655969200211163
505,2020-04-09,San Fernando Valley,1221.0,73.0,95.0,1435854.0,6.616271570786445
506,2020-04-10,San Fernando Valley,1288.0,67.0,91.71,1435854.0,6.387139639545524
507,2020-04-11,San Fernando Valley,1364.0,76.0,82.57,1435854.0,5.750584669471966
508,2020-04-12,San Fernando Valley,1417.0,53.0,76.0,1435854.0,5.293017256629156
509,2020-04-13,San Fernando Valley,1463.0,46.0,72.0,1435854.0,5.014437401017095
510,2020-04-14,San Fernando Valley,1557.0,94.0,70.43,1435854.0,4.905094807689362
511,2020-04-15,San Fernando Valley,1648.0,91.0,71.43,1435854.0,4.974739771592377
512,2020-04-16,San Fernando Valley,1706.0,58.0,69.29,1435854.0,4.825699548839925
513,2020-04-17,San Fernando Valley,1799.0,93.0,73.0,1435854.0,5.084082364920111
514,2020-04-18,San Fernando Valley,1911.0,112.0,78.14,1435854.0,5.442057479381608
515,2020-04-19,San Fernando Valley,1947.0,36.0,75.71,1435854.0,5.272820217097281
516,2020-04-20,San Fernando Valley,2188.0,241.0,103.57,1435854.0,7.213128911435285
517,2020-04-21,San Fernando Valley,2501.0,313.0,134.86,1435854.0,9.392319831960632
518,2020-04-22,San Fernando Valley,2790.0,289.0,163.14,1435854.0,11.3618794111379
519,2020-04-23,San Fernando Valley,2991.0,201.0,183.57,1435854.0,12.784726023676502
520,2020-04-24,San Fernando Valley,3175.0,184.0,196.57,1435854.0,13.6901105544157
521,2020-04-25,San Fernando Valley,3271.0,96.0,194.29,1435854.0,13.531320036716824
522,2020-04-26,San Fernando Valley,3355.0,84.0,201.14,1435854.0,14.008388039452479
523,2020-04-27,San Fernando Valley,3588.0,233.0,200.0,1435854.0,13.928992780603043
524,2020-04-28,San Fernando Valley,3693.0,105.0,170.29,1435854.0,11.859840903044459
525,2020-04-29,San Fernando Valley,3982.0,289.0,170.29,1435854.0,11.859840903044459
526,2020-04-30,San Fernando Valley,4093.0,111.0,157.43,1435854.0,10.964206667251686
527,2020-05-01,San Fernando Valley,4357.0,264.0,168.86,1435854.0,11.760248604663149
528,2020-05-03,San Fernando Valley,4662.0,305.0,198.71,1435854.0,13.839150777168154
529,2020-05-04,San Fernando Valley,4771.0,109.0,202.29,1435854.0,14.088479747940946
530,2020-05-05,San Fernando Valley,5249.0,478.0,237.29,1435854.0,16.52605348454648
531,2020-05-06,San Fernando Valley,5387.0,138.0,242.0,1435854.0,16.854081264529682
532,2020-05-07,San Fernando Valley,5543.0,156.0,223.0,1435854.0,15.530826950372392
533,2020-05-08,San Fernando Valley,5658.0,115.0,223.57,1435854.0,15.57052457979711
534,2020-05-09,San Fernando Valley,5845.0,187.0,212.57,1435854.0,14.804429976863943
535,2020-05-10,San Fernando Valley,5900.0,55.0,176.86,1435854.0,12.31740831588727
536,2020-05-11,San Fernando Valley,6058.0,158.0,183.86,1435854.0,12.804923063208378
537,2020-05-12,San Fernando Valley,6234.0,176.0,140.71,1435854.0,9.79974287079327
538,2020-05-13,San Fernando Valley,6428.0,194.0,148.71,1435854.0,10.356902582017392
539,2020-05-14,San Fernando Valley,6632.0,204.0,155.57,1435854.0,10.834667034392076
540,2020-05-15,San Fernando Valley,6816.0,184.0,165.43,1435854.0,11.521366378475808
541,2020-05-16,San Fernando Valley,7014.0,198.0,167.0,1435854.0,11.630708971803541
542,2020-05-17,San Fernando Valley,7139.0,125.0,177.0,1435854.0,12.327158610833692
543,2020-05-18,San Fernando Valley,7250.0,111.0,170.29,1435854.0,11.859840903044459
544,2020-03-18,San Gabriel Valley,10.0,0.0,,1433429.0,
545,2020-03-19,San Gabriel Valley,15.0,5.0,,1433429.0,
546,2020-03-20,San Gabriel Valley,19.0,4.0,,1433429.0,
547,2020-03-21,San Gabriel Valley,20.0,1.0,,1433429.0,
548,2020-03-22,San Gabriel Valley,23.0,3.0,,1433429.0,
549,2020-03-23,San Gabriel Valley,27.0,4.0,,1433429.0,
550,2020-03-24,San Gabriel Valley,34.0,7.0,3.43,1433429.0,0.23928635460842498
551,2020-03-25,San Gabriel Valley,43.0,9.0,4.71,1433429.0,0.3285827201765836
552,2020-03-26,San Gabriel Valley,65.0,22.0,7.14,1433429.0,0.49810628918488464
553,2020-03-27,San Gabriel Valley,58.0,-7.0,5.57,1433429.0,0.38857871579269015
554,2020-03-28,San Gabriel Valley,73.0,15.0,7.57,1433429.0,0.528104286992938
555,2020-03-29,San Gabriel Valley,93.0,20.0,10.0,1433429.0,0.697627856001239
556,2020-03-30,San Gabriel Valley,98.0,5.0,10.14,1433429.0,0.7073946459852564
557,2020-03-31,San Gabriel Valley,122.0,24.0,12.57,1433429.0,0.8769182149935575
558,2020-04-01,San Gabriel Valley,159.0,37.0,16.57,1433429.0,1.155969357394053
559,2020-04-02,San Gabriel Valley,186.0,27.0,17.29,1433429.0,1.2061985630261423
560,2020-04-03,San Gabriel Valley,211.0,25.0,21.86,1433429.0,1.5250144932187084
561,2020-04-04,San Gabriel Valley,261.0,50.0,26.86,1433429.0,1.873828421219328
562,2020-04-05,San Gabriel Valley,313.0,52.0,31.43,1433429.0,2.1926443514118943
563,2020-04-06,San Gabriel Valley,365.0,52.0,38.14,1433429.0,2.660752642788726
564,2020-04-07,San Gabriel Valley,400.0,35.0,39.71,1433429.0,2.7702802161809204
565,2020-04-08,San Gabriel Valley,419.0,19.0,37.14,1433429.0,2.590989857188602
566,2020-04-09,San Gabriel Valley,470.0,51.0,40.57,1433429.0,2.8302762117970266
567,2020-04-10,San Gabriel Valley,518.0,48.0,43.86,1433429.0,3.0597957764214345
568,2020-04-11,San Gabriel Valley,572.0,54.0,44.43,1433429.0,3.099560564213505
569,2020-04-12,San Gabriel Valley,594.0,22.0,40.14,1433429.0,2.8002782139889733
570,2020-04-13,San Gabriel Valley,615.0,21.0,35.71,1433429.0,2.4912290737804246
571,2020-04-14,San Gabriel Valley,657.0,42.0,36.71,1433429.0,2.5609918593805485
572,2020-04-15,San Gabriel Valley,692.0,35.0,39.0,1433429.0,2.720748638404832
573,2020-04-16,San Gabriel Valley,718.0,26.0,35.43,1433429.0,2.4716954938123896
574,2020-04-17,San Gabriel Valley,772.0,54.0,36.29,1433429.0,2.5316914894284963
575,2020-04-18,San Gabriel Valley,816.0,44.0,34.86,1433429.0,2.431930706020319
576,2020-04-19,San Gabriel Valley,843.0,27.0,35.57,1433429.0,2.4814622837964073
577,2020-04-20,San Gabriel Valley,911.0,68.0,42.29,1433429.0,2.95026820302924
578,2020-04-21,San Gabriel Valley,1033.0,122.0,53.71,1433429.0,3.7469592145826547
579,2020-04-22,San Gabriel Valley,1169.0,136.0,68.14,1433429.0,4.753636210792442
580,2020-04-23,San Gabriel Valley,1265.0,96.0,78.14,1433429.0,5.451264066793682
581,2020-04-24,San Gabriel Valley,1341.0,76.0,81.29,1433429.0,5.6710168414340725
582,2020-04-25,San Gabriel Valley,1404.0,63.0,84.0,1433429.0,5.860073990410408
583,2020-04-26,San Gabriel Valley,1438.0,34.0,85.0,1433429.0,5.929836776010531
584,2020-04-27,San Gabriel Valley,1500.0,62.0,84.14,1433429.0,5.8698407803944255
585,2020-04-28,San Gabriel Valley,1564.0,64.0,75.86,1433429.0,5.292204915625399
586,2020-04-29,San Gabriel Valley,1652.0,88.0,69.0,1433429.0,4.813632206408549
587,2020-04-30,San Gabriel Valley,1705.0,53.0,62.86,1433429.0,4.385288702823789
588,2020-05-01,San Gabriel Valley,1769.0,64.0,61.14,1433429.0,4.265296711591575
589,2020-05-03,San Gabriel Valley,1886.0,117.0,68.86,1433429.0,4.803865416424532
590,2020-05-04,San Gabriel Valley,1930.0,44.0,70.29,1433429.0,4.9036261998327095
591,2020-05-05,San Gabriel Valley,2045.0,115.0,77.86,1433429.0,5.431730486825647
592,2020-05-06,San Gabriel Valley,2122.0,77.0,79.71,1433429.0,5.560791640185876
593,2020-05-07,San Gabriel Valley,2227.0,105.0,82.14,1433429.0,5.730315209194178
594,2020-05-08,San Gabriel Valley,2288.0,61.0,83.29,1433429.0,5.81054241263432
595,2020-05-09,San Gabriel Valley,2390.0,102.0,88.71,1433429.0,6.188656710586991
596,2020-05-10,San Gabriel Valley,2434.0,44.0,78.29,1433429.0,5.461728484633701
597,2020-05-11,San Gabriel Valley,2508.0,74.0,82.57,1433429.0,5.7603132070022305
598,2020-05-12,San Gabriel Valley,2631.0,123.0,83.71,1433429.0,5.839842782586372
599,2020-05-13,San Gabriel Valley,2784.0,153.0,94.57,1433429.0,6.597466634203717
600,2020-05-14,San Gabriel Valley,2865.0,81.0,91.14,1433429.0,6.358180279595293
601,2020-05-15,San Gabriel Valley,2935.0,70.0,92.43,1433429.0,6.448174273019453
602,2020-05-16,San Gabriel Valley,3031.0,96.0,91.57,1433429.0,6.3881782774033455
603,2020-05-17,San Gabriel Valley,3079.0,48.0,92.14,1433429.0,6.427943065195416
604,2020-05-18,San Gabriel Valley,3110.0,31.0,86.0,1433429.0,5.999599561610656
605,2020-03-19,Santa Monica Mountains,1.0,0.0,,82860.0,
606,2020-03-20,Santa Monica Mountains,1.0,0.0,,82860.0,
607,2020-03-21,Santa Monica Mountains,2.0,1.0,,82860.0,
608,2020-03-22,Santa Monica Mountains,3.0,1.0,,82860.0,
609,2020-03-23,Santa Monica Mountains,5.0,2.0,,82860.0,
610,2020-03-24,Santa Monica Mountains,8.0,3.0,,82860.0,
611,2020-03-25,Santa Monica Mountains,8.0,0.0,1.0,82860.0,1.2068549360366885
612,2020-03-26,Santa Monica Mountains,11.0,3.0,1.43,82860.0,1.7258025585324643
613,2020-03-27,Santa Monica Mountains,14.0,3.0,1.86,82860.0,2.2447501810282406
614,2020-03-28,Santa Monica Mountains,21.0,7.0,2.71,82860.0,3.2705768766594256
615,2020-03-29,Santa Monica Mountains,24.0,3.0,3.0,82860.0,3.620564808110065
616,2020-03-30,Santa Monica Mountains,27.0,3.0,3.14,82860.0,3.7895244991552017
617,2020-03-31,Santa Monica Mountains,34.0,7.0,3.71,82860.0,4.477431812696114
618,2020-04-01,Santa Monica Mountains,36.0,2.0,4.0,82860.0,4.827419744146754
619,2020-04-02,Santa Monica Mountains,52.0,16.0,5.86,82860.0,7.072169925174994
620,2020-04-03,Santa Monica Mountains,62.0,10.0,6.86,82860.0,8.279024861211683
621,2020-04-04,Santa Monica Mountains,68.0,6.0,6.71,82860.0,8.097996620806178
622,2020-04-05,Santa Monica Mountains,77.0,9.0,7.57,82860.0,9.135891865797731
623,2020-04-06,Santa Monica Mountains,81.0,4.0,7.71,82860.0,9.304851556842868
624,2020-04-07,Santa Monica Mountains,85.0,4.0,7.29,82860.0,8.797972483707458
625,2020-04-08,Santa Monica Mountains,94.0,9.0,8.29,82860.0,10.004827419744146
626,2020-04-09,Santa Monica Mountains,100.0,6.0,6.86,82860.0,8.279024861211683
627,2020-04-10,Santa Monica Mountains,111.0,11.0,7.0,82860.0,8.447984552256818
628,2020-04-11,Santa Monica Mountains,119.0,8.0,7.29,82860.0,8.797972483707458
629,2020-04-12,Santa Monica Mountains,121.0,2.0,6.29,82860.0,7.59111754767077
630,2020-04-13,Santa Monica Mountains,131.0,10.0,7.14,82860.0,8.616944243301955
631,2020-04-14,Santa Monica Mountains,147.0,16.0,8.86,82860.0,10.692734733285059
632,2020-04-15,Santa Monica Mountains,155.0,8.0,8.71,82860.0,10.511706492879556
633,2020-04-16,Santa Monica Mountains,161.0,6.0,8.71,82860.0,10.511706492879556
634,2020-04-17,Santa Monica Mountains,171.0,10.0,8.57,82860.0,10.34274680183442
635,2020-04-18,Santa Monica Mountains,181.0,10.0,8.86,82860.0,10.692734733285059
636,2020-04-19,Santa Monica Mountains,192.0,11.0,10.14,82860.0,12.23750905141202
637,2020-04-20,Santa Monica Mountains,211.0,19.0,11.43,82860.0,13.794351918899348
638,2020-04-21,Santa Monica Mountains,211.0,0.0,9.14,82860.0,11.030654115375333
639,2020-04-22,Santa Monica Mountains,227.0,16.0,10.29,82860.0,12.418537291817522
640,2020-04-23,Santa Monica Mountains,272.0,45.0,15.86,82860.0,19.140719285541877
641,2020-04-24,Santa Monica Mountains,294.0,22.0,17.57,82860.0,21.204441226164615
642,2020-04-25,Santa Monica Mountains,301.0,7.0,17.14,82860.0,20.68549360366884
643,2020-04-26,Santa Monica Mountains,280.0,-21.0,12.57,82860.0,15.170166545981173
644,2020-04-27,Santa Monica Mountains,323.0,43.0,16.0,82860.0,19.309678976587016
645,2020-04-28,Santa Monica Mountains,329.0,6.0,16.86,82860.0,20.347574221578565
646,2020-04-29,Santa Monica Mountains,338.0,9.0,15.86,82860.0,19.140719285541877
647,2020-04-30,Santa Monica Mountains,348.0,10.0,10.86,82860.0,13.106444605358435
648,2020-05-01,Santa Monica Mountains,361.0,13.0,9.57,82860.0,11.549601737871107
649,2020-05-03,Santa Monica Mountains,392.0,31.0,13.0,82860.0,15.68911416847695
650,2020-05-04,Santa Monica Mountains,406.0,14.0,18.0,82860.0,21.72338884866039
651,2020-05-05,Santa Monica Mountains,429.0,23.0,15.14,82860.0,18.271783731595463
652,2020-05-06,Santa Monica Mountains,440.0,11.0,15.86,82860.0,19.140719285541877
653,2020-05-07,Santa Monica Mountains,449.0,9.0,15.86,82860.0,19.140719285541877
654,2020-05-08,Santa Monica Mountains,453.0,4.0,15.0,82860.0,18.102824040550324
655,2020-05-09,Santa Monica Mountains,469.0,16.0,15.43,82860.0,18.6217716630461
656,2020-05-10,Santa Monica Mountains,476.0,7.0,12.0,82860.0,14.48225923244026
657,2020-05-11,Santa Monica Mountains,498.0,22.0,13.14,82860.0,15.858073859522086
658,2020-05-12,Santa Monica Mountains,524.0,26.0,13.57,82860.0,16.377021482017863
659,2020-05-13,Santa Monica Mountains,557.0,33.0,16.71,82860.0,20.166545981173066
660,2020-05-14,Santa Monica Mountains,577.0,20.0,18.29,82860.0,22.07337678011103
661,2020-05-15,Santa Monica Mountains,591.0,14.0,19.71,82860.0,23.78711078928313
662,2020-05-16,Santa Monica Mountains,612.0,21.0,20.43,82860.0,24.656046343229544
663,2020-05-17,Santa Monica Mountains,591.0,-21.0,16.43,82860.0,19.82862659908279
664,2020-05-18,Santa Monica Mountains,597.0,6.0,14.14,82860.0,17.064928795558775
665,2020-03-18,South Bay,10.0,0.0,,735964.0,
666,2020-03-19,South Bay,20.0,10.0,,735964.0,
667,2020-03-20,South Bay,24.0,4.0,,735964.0,
668,2020-03-21,South Bay,29.0,5.0,,735964.0,
669,2020-03-22,South Bay,34.0,5.0,,735964.0,
670,2020-03-23,South Bay,40.0,6.0,,735964.0,
671,2020-03-24,South Bay,54.0,14.0,6.29,735964.0,0.8546613693061074
672,2020-03-25,South Bay,71.0,17.0,8.71,735964.0,1.1834818007402537
673,2020-03-26,South Bay,109.0,38.0,12.71,735964.0,1.72698664608595
674,2020-03-27,South Bay,119.0,10.0,13.57,735964.0,1.8438401878352746
675,2020-03-28,South Bay,147.0,28.0,16.86,735964.0,2.2908729231321097
676,2020-03-29,South Bay,181.0,34.0,21.0,735964.0,2.8534004380649054
677,2020-03-30,South Bay,213.0,32.0,24.71,735964.0,3.357501182123039
678,2020-03-31,South Bay,261.0,48.0,29.57,735964.0,4.01785956921806
679,2020-04-01,South Bay,303.0,42.0,33.14,735964.0,4.502937643689093
680,2020-04-02,South Bay,346.0,43.0,33.86,735964.0,4.6007685158513185
681,2020-04-03,South Bay,402.0,56.0,40.43,735964.0,5.493475224331625
682,2020-04-04,South Bay,440.0,38.0,41.86,735964.0,5.687778206542712
683,2020-04-05,South Bay,478.0,38.0,42.43,735964.0,5.765227647004473
684,2020-04-06,South Bay,523.0,45.0,44.29,735964.0,6.017957400090222
685,2020-04-07,South Bay,566.0,43.0,43.57,735964.0,5.920126527927997
686,2020-04-08,South Bay,609.0,43.0,43.71,735964.0,5.939149197515096
687,2020-04-09,South Bay,650.0,41.0,43.43,735964.0,5.901103858340897
688,2020-04-10,South Bay,681.0,31.0,39.86,735964.0,5.4160257838698636
689,2020-04-11,South Bay,727.0,46.0,41.0,735964.0,5.570924664793387
690,2020-04-12,South Bay,755.0,28.0,39.57,735964.0,5.3766216825823
691,2020-04-13,South Bay,774.0,19.0,35.86,735964.0,4.8725209385241675
692,2020-04-14,South Bay,812.0,38.0,35.14,735964.0,4.774690066361942
693,2020-04-15,South Bay,838.0,26.0,32.71,735964.0,4.444510872814432
694,2020-04-16,South Bay,859.0,21.0,29.86,735964.0,4.057263670505622
695,2020-04-17,South Bay,897.0,38.0,30.86,735964.0,4.193139881842047
696,2020-04-18,South Bay,933.0,36.0,29.43,735964.0,3.9988368996309602
697,2020-04-19,South Bay,952.0,19.0,28.14,735964.0,3.823556587006973
698,2020-04-20,South Bay,1027.0,75.0,36.14,735964.0,4.910566277698366
699,2020-04-21,South Bay,1152.0,125.0,48.57,735964.0,6.599507584610117
700,2020-04-22,South Bay,1191.0,39.0,50.43,735964.0,6.852237337695866
701,2020-04-23,South Bay,1239.0,48.0,54.29,735964.0,7.3767195134544625
702,2020-04-24,South Bay,1274.0,35.0,53.86,735964.0,7.3182927425798
703,2020-04-25,South Bay,1302.0,28.0,52.71,735964.0,7.162035099542913
704,2020-04-26,South Bay,1312.0,10.0,51.43,735964.0,6.98811354903229
705,2020-04-27,South Bay,1361.0,49.0,47.71,735964.0,6.482654042860792
706,2020-04-28,South Bay,1381.0,20.0,32.71,735964.0,4.444510872814432
707,2020-04-29,South Bay,1460.0,79.0,38.43,735964.0,5.221722801658777
708,2020-04-30,South Bay,1479.0,19.0,34.29,735964.0,4.659195286725981
709,2020-05-01,South Bay,1530.0,51.0,36.57,735964.0,4.9689930485730285
710,2020-05-03,South Bay,1593.0,63.0,41.57,735964.0,5.648374105255148
711,2020-05-04,South Bay,1611.0,18.0,42.71,735964.0,5.803272986178672
712,2020-05-05,South Bay,1698.0,87.0,48.14,735964.0,6.541080813735455
713,2020-05-06,South Bay,1757.0,59.0,53.71,735964.0,7.2979113108793365
714,2020-05-07,South Bay,1790.0,33.0,47.14,735964.0,6.4052046023990306
715,2020-05-08,South Bay,1805.0,15.0,46.57,735964.0,6.327755161937269
716,2020-05-09,South Bay,1843.0,38.0,44.71,735964.0,6.07502540885152
717,2020-05-10,South Bay,1852.0,9.0,37.0,735964.0,5.02741981944769
718,2020-05-11,South Bay,1864.0,12.0,36.14,735964.0,4.910566277698366
719,2020-05-12,South Bay,1902.0,38.0,29.14,735964.0,3.9594327983433972
720,2020-05-13,South Bay,1948.0,46.0,27.29,735964.0,3.7080618073710125
721,2020-05-14,South Bay,1977.0,29.0,26.71,735964.0,3.629253604795887
722,2020-05-15,South Bay,2002.0,25.0,28.14,735964.0,3.823556587006973
723,2020-05-16,South Bay,2040.0,38.0,28.14,735964.0,3.823556587006973
724,2020-05-17,South Bay,2064.0,24.0,30.29,735964.0,4.115690441380285
725,2020-05-18,South Bay,2087.0,23.0,31.86,735964.0,4.3290160931784705
726,2020-03-18,South L.A.,2.0,0.0,,749453.0,
727,2020-03-19,South L.A.,3.0,1.0,,749453.0,
728,2020-03-20,South L.A.,4.0,1.0,,749453.0,
729,2020-03-21,South L.A.,7.0,3.0,,749453.0,
730,2020-03-22,South L.A.,9.0,2.0,,749453.0,
731,2020-03-23,South L.A.,12.0,3.0,,749453.0,
732,2020-03-24,South L.A.,15.0,3.0,1.86,749453.0,0.2481810066808726
733,2020-03-25,South L.A.,26.0,11.0,3.43,749453.0,0.4576671252233296
734,2020-03-26,South L.A.,41.0,15.0,5.43,749453.0,0.7245284227296441
735,2020-03-27,South L.A.,31.0,-10.0,3.86,749453.0,0.5150423041871872
736,2020-03-28,South L.A.,46.0,15.0,5.57,749453.0,0.7432087135550862
737,2020-03-29,South L.A.,56.0,10.0,6.71,749453.0,0.8953196531336854
738,2020-03-30,South L.A.,63.0,7.0,7.29,749453.0,0.9727094294105167
739,2020-03-31,South L.A.,106.0,43.0,13.0,749453.0,1.734598433791045
740,2020-04-01,South L.A.,168.0,62.0,20.29,749453.0,2.7073078632015615
741,2020-04-02,South L.A.,206.0,38.0,23.57,749453.0,3.1449603911119177
742,2020-04-03,South L.A.,237.0,31.0,29.43,749453.0,3.926863992805419
743,2020-04-04,South L.A.,286.0,49.0,34.29,749453.0,4.5753369457457636
744,2020-04-05,South L.A.,337.0,51.0,40.14,749453.0,5.355906240951734
745,2020-04-06,South L.A.,364.0,27.0,43.0,749453.0,5.737517896385764
746,2020-04-07,South L.A.,403.0,39.0,42.43,749453.0,5.661462426596464
747,2020-04-08,South L.A.,445.0,42.0,39.57,749453.0,5.279850771162434
748,2020-04-09,South L.A.,480.0,35.0,39.14,749453.0,5.222475592198577
749,2020-04-10,South L.A.,515.0,35.0,39.71,749453.0,5.298531061987877
750,2020-04-11,South L.A.,542.0,27.0,36.57,749453.0,4.879558824902962
751,2020-04-12,South L.A.,552.0,10.0,30.71,749453.0,4.097655223209461
752,2020-04-13,South L.A.,572.0,20.0,29.71,749453.0,3.9642245744563036
753,2020-04-14,South L.A.,612.0,40.0,29.86,749453.0,3.984239171769277
754,2020-04-15,South L.A.,650.0,38.0,29.29,749453.0,3.908183701979977
755,2020-04-16,South L.A.,673.0,23.0,27.57,749453.0,3.6786829861245467
756,2020-04-17,South L.A.,717.0,44.0,28.86,749453.0,3.8508085230161195
757,2020-04-18,South L.A.,763.0,46.0,31.57,749453.0,4.212405581137176
758,2020-04-19,South L.A.,789.0,26.0,33.86,749453.0,4.517961766781906
759,2020-04-20,South L.A.,906.0,117.0,47.71,749453.0,6.365976252013135
760,2020-04-21,South L.A.,1034.0,128.0,60.29,749453.0,8.044533813327854
761,2020-04-22,South L.A.,1150.0,116.0,71.43,749453.0,9.530951240438027
762,2020-04-23,South L.A.,1258.0,108.0,83.57,749453.0,11.150799316301354
763,2020-04-24,South L.A.,1368.0,110.0,93.0,749453.0,12.409050334043629
764,2020-04-25,South L.A.,1411.0,43.0,92.57,749453.0,12.35167515507977
765,2020-04-26,South L.A.,1448.0,37.0,94.14,749453.0,12.56116127362223
766,2020-04-27,South L.A.,1538.0,90.0,90.29,749453.0,12.047453275922573
767,2020-04-28,South L.A.,1605.0,67.0,81.57,749453.0,10.88393801879504
768,2020-04-29,South L.A.,1712.0,107.0,80.29,749453.0,10.713146788391
769,2020-04-30,South L.A.,1754.0,42.0,70.86,749453.0,9.454895770648726
770,2020-05-01,South L.A.,1857.0,103.0,69.86,749453.0,9.321465121895569
771,2020-05-03,South L.A.,1975.0,118.0,80.57,749453.0,10.750507370041882
772,2020-05-04,South L.A.,2002.0,27.0,79.14,749453.0,10.559701542324868
773,2020-05-05,South L.A.,2191.0,189.0,93.29,749453.0,12.447745222182045
774,2020-05-06,South L.A.,2295.0,104.0,98.57,749453.0,13.152259047598713
775,2020-05-07,South L.A.,2369.0,74.0,93.86,749453.0,12.523800691971344
776,2020-05-08,South L.A.,2422.0,53.0,95.43,749453.0,12.733286810513802
777,2020-05-09,South L.A.,2506.0,84.0,92.71,749453.0,12.370355445905213
778,2020-05-10,South L.A.,2539.0,33.0,80.57,749453.0,10.750507370041882
779,2020-05-11,South L.A.,2590.0,51.0,84.0,749453.0,11.208174495265213
780,2020-05-12,South L.A.,2680.0,90.0,69.86,749453.0,9.321465121895569
781,2020-05-13,South L.A.,2795.0,115.0,71.43,749453.0,9.530951240438027
782,2020-05-14,South L.A.,2870.0,75.0,71.57,749453.0,9.549631531263467
783,2020-05-15,South L.A.,2961.0,91.0,77.0,749453.0,10.274159953993113
784,2020-05-16,South L.A.,3068.0,107.0,80.29,749453.0,10.713146788391
785,2020-05-17,South L.A.,3160.0,92.0,88.71,749453.0,11.836632850892583
786,2020-05-18,South L.A.,3227.0,67.0,91.0,749453.0,12.142189036537314
787,2020-03-18,Southeast,5.0,0.0,,1190425.0,
788,2020-03-19,Southeast,5.0,0.0,,1190425.0,
789,2020-03-20,Southeast,5.0,0.0,,1190425.0,
790,2020-03-21,Southeast,8.0,3.0,,1190425.0,
791,2020-03-22,Southeast,12.0,4.0,,1190425.0,
792,2020-03-23,Southeast,16.0,4.0,,1190425.0,
793,2020-03-24,Southeast,21.0,5.0,2.29,1190425.0,0.19236827183568894
794,2020-03-25,Southeast,39.0,18.0,4.86,1190425.0,0.4082575550748683
795,2020-03-26,Southeast,69.0,30.0,9.14,1190425.0,0.7677930150996494
