,neighborhood,current_cases,cases_per_100k,ds,ds_3_days_ago,new_cases_last_3_days,lat,long,region
61,Del Aire,12.0,273.16,2020-05-25,2020-05-22,0.0,33.9161,-118.3695,South Bay
62,Del Rey,69.0,230.49,2020-05-25,2020-05-22,3.0,33.9878,-118.4229,Westside
63,Del Sur,2.0,82.82,2020-05-25,2020-05-22,0.0,,,
64,Desert View Highlands,6.0,240.67,2020-05-25,2020-05-22,1.0,,,
65,Diamond Bar,56.0,97.37,2020-05-25,2020-05-22,1.0,34.0286,-117.8103,San Gabriel Valley
66,Downey,548.0,479.6,2020-05-25,2020-05-22,50.0,33.9451,-118.1281,Southeast
67,Downtown,127.0,461.7,2020-05-25,2020-05-22,9.0,34.0422,-118.2488,Central L.A.
68,Duarte,123.0,490.55,2020-05-25,2020-05-22,5.0,34.1607,-117.9504,San Gabriel Valley
69,Eagle Rock,165.0,416.78,2020-05-25,2020-05-22,14.0,34.1322,-118.2117,Northeast L.A.
70,East Covina,0.0,0.0,2020-05-25,2020-05-22,0.0,,,
71,East Hollywood,212.0,723.87,2020-05-25,2020-05-22,7.0,34.0948,-118.291,Central L.A.
72,East La Mirada,14.0,264.55,2020-05-25,2020-05-22,1.0,,,
73,East Lancaster,0.0,0.0,2020-05-25,2020-05-22,0.0,,,
74,East Los Angeles,754.0,601.9,2020-05-25,2020-05-22,74.0,34.0316,-118.1724,Eastside
75,East Pasadena,3.0,46.85,2020-05-25,2020-05-22,0.0,,,
76,East Rancho Dominguez,43.0,280.9,2020-05-25,2020-05-22,6.0,33.898070000000004,-118.19535,Southeast
77,East Whittier,9.0,169.62,2020-05-25,2020-05-22,1.0,,,
78,Echo Park,42.0,294.61,2020-05-25,2020-05-22,1.0,34.0782,-118.2606,Central L.A.
79,El Camino Village,23.0,261.63,2020-05-25,2020-05-22,1.0,33.8895,-118.3309,South Bay
80,El Monte,426.0,363.27,2020-05-25,2020-05-22,43.0,34.0733,-118.0275,San Gabriel Valley
81,El Segundo,32.0,190.64,2020-05-25,2020-05-22,0.0,33.9192,-118.4165,South Bay
82,El Sereno,147.0,351.61,2020-05-25,2020-05-22,2.0,34.0875,-118.1715,Eastside
83,Elizabeth Lake,3.0,180.61,2020-05-25,2020-05-22,0.0,,,
84,Elysian Park,16.0,280.11,2020-05-25,2020-05-22,0.0,34.0838,-118.2366,Central L.A.
85,Elysian Valley,45.0,442.43,2020-05-25,2020-05-22,2.0,34.0967,-118.2427,Central L.A.
86,Encino,117.0,259.01,2020-05-25,2020-05-22,1.0,34.1517,-118.5214,San Fernando Valley
87,Exposition,8.0,240.53,2020-05-25,2020-05-22,1.0,,,
88,Exposition Park,228.0,507.6,2020-05-25,2020-05-22,14.0,34.0147,-118.2872,South L.A.
89,Faircrest Heights,4.0,111.11,2020-05-25,2020-05-22,0.0,,,
90,Figueroa Park Square,36.0,412.8,2020-05-25,2020-05-22,3.0,33.9602,-118.28399999999999,South L.A.
91,Florence-Firestone,824.0,772.74,2020-05-25,2020-05-22,82.0,33.9632,-118.2426,South L.A.
92,Franklin Canyon,0.0,0.0,2020-05-25,2020-05-22,0.0,,,
93,Gardena,246.0,401.24,2020-05-25,2020-05-22,20.0,33.8938,-118.30799999999999,South Bay
94,Glassell Park,173.0,547.4,2020-05-25,2020-05-22,4.0,34.1161,-118.229,Northeast L.A.
95,Glendale,924.0,447.47,2020-05-25,2020-05-22,38.0,34.1425,-118.2551,Verdugos
96,Glendora,132.0,303.03,2020-05-25,2020-05-22,9.0,34.1361,-117.8653,San Gabriel Valley
97,Gramercy Place,56.0,520.25,2020-05-25,2020-05-22,4.0,34.0468,-118.3127,Central L.A.
98,Granada Hills,276.0,474.3,2020-05-25,2020-05-22,31.0,34.2794,-118.5022,San Fernando Valley
99,Green Meadows,141.0,655.66,2020-05-25,2020-05-22,9.0,33.9556,-118.2694,South L.A.
100,Hacienda Heights,122.0,218.15,2020-05-25,2020-05-22,12.0,33.9931,-117.9687,San Gabriel Valley
101,Hancock Park,76.0,446.04,2020-05-25,2020-05-22,0.0,34.0745,-118.3304,Central L.A.
102,Harbor City,81.0,278.64,2020-05-25,2020-05-22,9.0,33.79,-118.2978,Harbor
103,Harbor Gateway,120.0,275.23,2020-05-25,2020-05-22,9.0,33.8501,-118.2991,Harbor
104,Harbor Pines,9.0,373.6,2020-05-25,2020-05-22,0.0,,,
105,Harvard Heights,124.0,687.55,2020-05-25,2020-05-22,10.0,34.044000000000004,-118.3042,Central L.A.
106,Harvard Park,262.0,690.66,2020-05-25,2020-05-22,17.0,33.9841,-118.3042,South L.A.
107,Hawaiian Gardens,43.0,293.0,2020-05-25,2020-05-22,10.0,33.8314,-118.0728,Harbor
108,Hawthorne,368.0,408.84,2020-05-25,2020-05-22,22.0,33.9194,-118.354,South Bay
109,Hermosa Beach,28.0,142.35,2020-05-25,2020-05-22,0.0,33.8621,-118.4,South Bay
110,Hi Vista,1.0,91.07,2020-05-25,2020-05-22,0.0,,,
111,Hidden Hills,1.0,52.91,2020-05-25,2020-05-22,0.0,,,
112,Highland Park,169.0,349.24,2020-05-25,2020-05-22,10.0,34.1145,-118.1842,Northeast L.A.
113,Historic Filipinotown,124.0,894.02,2020-05-25,2020-05-22,8.0,34.0703,-118.26799999999999,Central L.A.
114,Hollywood,255.0,373.6,2020-05-25,2020-05-22,7.0,34.1016,-118.3337,Central L.A.
115,Hollywood Hills,78.0,265.0,2020-05-25,2020-05-22,1.0,34.1341,-118.3215,Central L.A.
116,Huntington Park,378.0,635.46,2020-05-25,2020-05-22,38.0,33.9849,-118.2278,Southeast
117,Hyde Park,131.0,458.99,2020-05-25,2020-05-22,4.0,33.9819,-118.3309,South L.A.
118,Industry,10.0,2288.33,2020-05-25,2020-05-22,-2.0,,,
119,Inglewood,543.0,478.07,2020-05-25,2020-05-22,18.0,33.961,-118.3554,South Bay
120,Irwindale,4.0,274.16,2020-05-25,2020-05-22,0.0,,,
121,Jefferson Park,35.0,433.54,2020-05-25,2020-05-22,0.0,34.0272,-118.3176,South L.A.
122,Kagel/Lopez Canyons,6.0,424.93,2020-05-25,2020-05-22,1.0,,,
123,Koreatown,254.0,491.36,2020-05-25,2020-05-22,23.0,34.0578,-118.3009,Central L.A.
124,La Canada Flintridge,48.0,231.96,2020-05-25,2020-05-22,0.0,34.2091,-118.2001,Verdugos
125,La Crescenta-Montrose,26.0,131.31,2020-05-25,2020-05-22,0.0,34.2288,-118.2351,Verdugos
126,La Habra Heights,8.0,146.65,2020-05-25,2020-05-22,0.0,,,
127,La Mirada,155.0,312.51,2020-05-25,2020-05-22,11.0,33.919000000000004,-118.0105,Southeast
128,La Puente,91.0,223.6,2020-05-25,2020-05-22,5.0,34.02,-117.9495,San Gabriel Valley
129,La Rambla,9.0,433.73,2020-05-25,2020-05-22,2.0,33.744119,-118.301353,Harbor
130,La Verne,30.0,147.06,2020-05-25,2020-05-22,1.0,34.1202,-117.7704,Pomona Valley
131,Ladera Heights,19.0,268.7,2020-05-25,2020-05-22,1.0,33.9878,-118.3704,Westside
132,Lafayette Square,17.0,372.89,2020-05-25,2020-05-22,1.0,34.0431,-118.3319,Central L.A.
133,Lake Balboa,185.0,438.33,2020-05-25,2020-05-22,13.0,34.1839,-118.4954,San Fernando Valley
134,Lake Hughes,1.0,149.7,2020-05-25,2020-05-22,0.0,,,
135,Lake Los Angeles,28.0,215.48,2020-05-25,2020-05-22,1.0,34.6125,-117.8281,Antelope Valley
136,Lake Manor,4.0,243.46,2020-05-25,2020-05-22,1.0,,,
137,Lakeview Terrace,101.0,769.06,2020-05-25,2020-05-22,3.0,34.2764,-118.3612,San Fernando Valley
138,Lakewood,154.0,191.63,2020-05-25,2020-05-22,7.0,33.8536,-118.134,Harbor
139,Lancaster,538.0,332.98,2020-05-25,2020-05-22,32.0,34.6868,-118.1542,Antelope Valley
140,Lawndale,107.0,318.32,2020-05-25,2020-05-22,8.0,33.8881,-118.3535,South Bay
141,Leimert Park,52.0,341.32,2020-05-25,2020-05-22,2.0,34.0118,-118.3234,South L.A.
142,Lennox,89.0,394.82,2020-05-25,2020-05-22,1.0,33.9397,-118.3529,South Bay
143,Leona Valley,2.0,114.22,2020-05-25,2020-05-22,0.0,,,
144,Lincoln Heights,211.0,647.3,2020-05-25,2020-05-22,18.0,34.0706,-118.2051,Eastside
145,Little Armenia,187.0,2330.22,2020-05-25,2020-05-22,13.0,34.0981,-118.3005,Central L.A.
146,Little Bangladesh,113.0,398.69,2020-05-25,2020-05-22,2.0,34.0691,-118.2956,Central L.A.
147,Little Tokyo,17.0,542.61,2020-05-25,2020-05-22,4.0,34.0523,-118.2395,Central L.A.
148,Littlerock,15.0,373.04,2020-05-25,2020-05-22,1.0,,,
149,Littlerock/Juniper Hills,2.0,154.2,2020-05-25,2020-05-22,0.0,,,
150,Littlerock/Pearblossom,20.0,560.38,2020-05-25,2020-05-22,1.0,34.5211,-117.9837,Antelope Valley
151,Llano,1.0,114.03,2020-05-25,2020-05-22,0.0,,,
152,Lomita,48.0,231.56,2020-05-25,2020-05-22,0.0,33.7922,-118.3151,South Bay
153,Longwood,21.0,487.92,2020-05-25,2020-05-22,1.0,34.055296000000006,-118.33941499999999,Central L.A.
154,Los Feliz,46.0,212.88,2020-05-25,2020-05-22,0.0,34.1124,-118.2851,Central L.A.
155,Lynwood,474.0,657.9,2020-05-25,2020-05-22,47.0,33.9293,-118.2139,Southeast
156,Malibu,35.0,270.04,2020-05-25,2020-05-22,0.0,34.0259,-118.7798,Santa Monica Mountains
157,Manchester Square,19.0,222.59,2020-05-25,2020-05-22,0.0,33.8993,-118.2977,South Bay
158,Mandeville Canyon,1.0,32.01,2020-05-25,2020-05-22,0.0,,,
159,Manhattan Beach,77.0,213.89,2020-05-25,2020-05-22,1.0,33.8812,-118.4072,South Bay
160,Mar Vista,78.0,183.65,2020-05-25,2020-05-22,1.0,34.0037,-118.469,Westside
161,Marina Peninsula,12.0,275.23,2020-05-25,2020-05-22,1.0,33.9797,-118.4657,Westside
162,Marina del Rey,14.0,148.76,2020-05-25,2020-05-22,0.0,33.9803,-118.4517,Westside
163,Maywood,219.0,780.78,2020-05-25,2020-05-22,48.0,33.9885,-118.1874,Southeast
164,Melrose,517.0,665.41,2020-05-25,2020-05-22,16.0,34.0837,-118.3366,Central L.A.
165,Mid-city,52.0,345.97,2020-05-25,2020-05-22,4.0,34.0429,-118.3344,Central L.A.
166,Miracle Mile,41.0,227.97,2020-05-25,2020-05-22,1.0,34.0597,-118.35,Central L.A.
167,Mission Hills,136.0,563.75,2020-05-25,2020-05-22,9.0,34.2723,-118.4689,San Fernando Valley
168,Monrovia,165.0,438.03,2020-05-25,2020-05-22,11.0,34.1481,-117.999,San Gabriel Valley
169,Montebello,320.0,497.09,2020-05-25,2020-05-22,13.0,34.0095,-118.1054,Southeast
170,Monterey Park,130.0,208.8,2020-05-25,2020-05-22,4.0,34.0625,-118.1228,San Gabriel Valley
171,Mt. Washington,84.0,347.9,2020-05-25,2020-05-22,6.0,34.1003,-118.2097,Northeast L.A.
172,Newhall,1.0,454.55,2020-05-25,2020-05-22,1.0,,,
173,North Hills,401.0,651.24,2020-05-25,2020-05-22,38.0,34.2362,-118.4851,San Fernando Valley
174,North Hollywood,626.0,413.42,2020-05-25,2020-05-22,35.0,34.187,-118.3813,San Fernando Valley
175,North Lancaster,5.0,417.36,2020-05-25,2020-05-22,1.0,,,
176,North Whittier,11.0,131.58,2020-05-25,2020-05-22,0.0,34.0396,-117.9991,San Gabriel Valley
177,Northeast San Gabriel,45.0,187.22,2020-05-25,2020-05-22,5.0,34.0961,-118.1058,San Gabriel Valley
178,Northridge,300.0,429.82,2020-05-25,2020-05-22,25.0,34.2379,-118.5302,San Fernando Valley
179,Norwalk,358.0,332.65,2020-05-25,2020-05-22,27.0,33.9022,-118.0817,Southeast
180,Pacific Palisades,49.0,230.14,2020-05-25,2020-05-22,3.0,34.0481,-118.5265,Westside
181,Pacoima,633.0,822.3,2020-05-25,2020-05-22,42.0,34.2625,-118.427,San Fernando Valley
182,Palisades Highlands,3.0,78.0,2020-05-25,2020-05-22,0.0,,,
183,Palmdale,649.0,475.06,2020-05-25,2020-05-22,39.0,34.5794,-118.1093,Antelope Valley
184,Palms,179.0,407.96,2020-05-25,2020-05-22,3.0,34.0237,-118.4151,Westside
185,Palos Verdes Estates,41.0,303.21,2020-05-25,2020-05-22,0.0,33.7871,-118.3976,South Bay
186,Palos Verdes Peninsula,0.0,0.0,2020-05-25,2020-05-22,0.0,,,
187,Panorama City,658.0,874.42,2020-05-25,2020-05-22,39.0,34.2247,-118.4498,San Fernando Valley
188,Paramount,276.0,492.65,2020-05-25,2020-05-22,33.0,33.8895,-118.1598,Southeast
189,Park La Brea,19.0,139.91,2020-05-25,2020-05-22,1.0,34.0702,-118.3497,Central L.A.
190,Pearblossom/Llano,2.0,102.25,2020-05-25,2020-05-22,0.0,,,
191,Pellissier Village,0.0,0.0,2020-05-25,2020-05-22,0.0,,,
192,Pico Rivera,423.0,658.02,2020-05-25,2020-05-22,35.0,33.9831,-118.0967,Southeast
193,Pico-Union,482.0,1151.95,2020-05-25,2020-05-22,21.0,34.0446,-118.277,Central L.A.
194,Placerita Canyon,0.0,0.0,2020-05-25,2020-05-22,0.0,,,
195,Playa Del Rey,3.0,93.87,2020-05-25,2020-05-22,0.0,,,
196,Playa Vista,22.0,200.97,2020-05-25,2020-05-22,0.0,33.9728,-118.4276,Westside
197,Pomona,377.0,241.13,2020-05-25,2020-05-22,38.0,34.0551,-117.75,Pomona Valley
198,Porter Ranch,89.0,250.08,2020-05-25,2020-05-22,7.0,39.4346,-121.0205,
199,Quartz Hill,41.0,317.68,2020-05-25,2020-05-22,7.0,34.6453,-118.2181,Antelope Valley
200,Rancho Dominguez,14.0,526.12,2020-05-25,2020-05-22,0.0,33.8508,-118.2249,Harbor
201,Rancho Palos Verdes,86.0,201.18,2020-05-25,2020-05-22,3.0,33.7445,-118.387,South Bay
202,Rancho Park,16.0,243.9,2020-05-25,2020-05-22,3.0,34.0454,-118.4207,Westside
203,Redondo Beach,138.0,200.88,2020-05-25,2020-05-22,6.0,33.8492,-118.3884,South Bay
204,Regent Square,3.0,107.91,2020-05-25,2020-05-22,0.0,,,
205,Reseda,495.0,646.07,2020-05-25,2020-05-22,37.0,34.2011,-118.536,San Fernando Valley
206,Reseda Ranch,30.0,647.11,2020-05-25,2020-05-22,1.0,34.216,-118.5356,San Fernando Valley
207,Reynier Village,10.0,236.52,2020-05-25,2020-05-22,0.0,34.0368,-118.3856,Central L.A.
208,Rolling Hills,2.0,103.09,2020-05-25,2020-05-22,0.0,,,
209,Rolling Hills Estates,14.0,172.56,2020-05-25,2020-05-22,0.0,33.7878,-118.3581,South Bay
210,Roosevelt,0.0,0.0,2020-05-25,2020-05-22,0.0,,,
211,Rosemead,81.0,146.34,2020-05-25,2020-05-22,8.0,34.0806,-118.0728,San Gabriel Valley
212,Rosewood,5.0,388.8,2020-05-25,2020-05-22,0.0,,,
213,Rosewood/East Gardena,0.0,0.0,2020-05-25,2020-05-22,0.0,,,
214,Rosewood/West Rancho Dominguez,20.0,595.06,2020-05-25,2020-05-22,5.0,34.0057,-118.4304,Westside
215,Rowland Heights,120.0,235.19,2020-05-25,2020-05-22,10.0,33.9761,-117.9053,San Gabriel Valley
216,San Clemente Island,0.0,0.0,2020-05-25,2020-05-22,0.0,,,
217,San Dimas,45.0,130.37,2020-05-25,2020-05-22,4.0,34.1067,-117.8067,San Gabriel Valley
218,San Fernando,180.0,731.35,2020-05-25,2020-05-22,4.0,34.2819,-118.439,San Fernando Valley
219,San Francisquito Canyon/Bouquet Canyon,0.0,0.0,2020-05-25,2020-05-22,0.0,,,
220,San Gabriel,127.0,310.1,2020-05-25,2020-05-22,36.0,34.0968,-118.1057,San Gabriel Valley
221,San Jose Hills,54.0,267.05,2020-05-25,2020-05-22,5.0,34.0592,-117.8426,San Gabriel Valley
222,San Marino,22.0,165.7,2020-05-25,2020-05-22,1.0,34.1214,-118.1065,San Gabriel Valley
223,San Pasqual,1.0,49.14,2020-05-25,2020-05-22,0.0,,,
224,San Pedro,843.0,1080.24,2020-05-25,2020-05-22,33.0,33.7361,-118.2922,Harbor
225,Sand Canyon,0.0,0.0,2020-05-25,2020-05-22,0.0,,,
226,Santa Catalina Island,2.0,749.06,2020-05-25,2020-05-22,0.0,,,
227,Santa Clarita,677.0,307.14,2020-05-25,2020-05-22,45.0,34.3917,-118.5426,Northwest County
228,Santa Fe Springs,51.0,277.72,2020-05-25,2020-05-22,2.0,33.9472,-118.0853,Southeast
229,Santa Monica,254.0,274.75,2020-05-25,2020-05-22,9.0,34.0242,-118.4965,Westside
230,Santa Monica Mountains,20.0,107.41,2020-05-25,2020-05-22,0.0,34.1203,-118.9318,
231,Saugus,4.0,2580.65,2020-05-25,2020-05-22,0.0,,,
232,Saugus/Canyon Country,0.0,0.0,2020-05-25,2020-05-22,0.0,,,
233,Shadow Hills,10.0,225.12,2020-05-25,2020-05-22,0.0,34.2575,-118.355,San Fernando Valley
234,Sherman Oaks,216.0,247.55,2020-05-25,2020-05-22,3.0,34.15,-118.4489,San Fernando Valley
235,Sierra Madre,9.0,81.9,2020-05-25,2020-05-22,0.0,34.1617,-118.0528,San Gabriel Valley
236,Signal Hill,21.0,178.01,2020-05-25,2020-05-22,2.0,33.8045,-118.1678,Harbor
237,Silverlake,166.0,376.56,2020-05-25,2020-05-22,8.0,34.0869,-118.2702,Central L.A.
238,South Antelope Valley,1.0,219.78,2020-05-25,2020-05-22,0.0,,,
239,South Carthay,34.0,320.91,2020-05-25,2020-05-22,3.0,34.0561,-118.3734,Central L.A.
240,South El Monte,79.0,354.32,2020-05-25,2020-05-22,10.0,34.0493,-118.0469,San Gabriel Valley
241,South Gate,471.0,479.85,2020-05-25,2020-05-22,31.0,33.955999999999996,-118.2113,Southeast
242,South Park,316.0,832.43,2020-05-25,2020-05-22,38.0,34.0418,-118.2639,Central L.A.
243,South Pasadena,120.0,460.6,2020-05-25,2020-05-22,1.0,34.1165,-118.1468,San Gabriel Valley
244,South San Gabriel,28.0,316.46,2020-05-25,2020-05-22,1.0,34.0492,-118.0949,San Gabriel Valley
245,South Whittier,138.0,233.02,2020-05-25,2020-05-22,6.0,33.9608,-118.0417,San Gabriel Valley
246,Southeast Antelope Valley,0.0,0.0,2020-05-25,2020-05-22,0.0,,,
247,St Elmo Village,42.0,916.23,2020-05-25,2020-05-22,0.0,34.0431,-118.34299999999999,Central L.A.
248,Stevenson Ranch,33.0,157.4,2020-05-25,2020-05-22,4.0,34.3873,-118.5802,Northwest County
249,Studio City,75.0,334.22,2020-05-25,2020-05-22,4.0,34.1413,-118.3878,San Fernando Valley
250,Sun Valley,271.0,516.36,2020-05-25,2020-05-22,21.0,34.2274,-118.3811,San Fernando Valley
251,Sun Village,14.0,231.94,2020-05-25,2020-05-22,2.0,,,
252,Sunland,138.0,676.21,2020-05-25,2020-05-22,12.0,34.266,-118.3114,Verdugos
253,Sunrise Village,3.0,231.48,2020-05-25,2020-05-22,1.0,,,
254,Sycamore Square,1.0,154.56,2020-05-25,2020-05-22,0.0,,,
255,Sylmar,727.0,882.3,2020-05-25,2020-05-22,65.0,34.3058,-118.4572,San Fernando Valley
256,Tarzana,145.0,469.62,2020-05-25,2020-05-22,12.0,34.1509,-118.5517,San Fernando Valley
257,Temple City,144.0,395.01,2020-05-25,2020-05-22,4.0,34.1072,-118.0579,San Gabriel Valley
258,Temple-Beaudry,291.0,737.04,2020-05-25,2020-05-22,20.0,34.0629,-118.2513,Central L.A.
259,Thai Town,28.0,285.45,2020-05-25,2020-05-22,1.0,34.1018,-118.3036,Central L.A.
260,Toluca Lake,18.0,206.8,2020-05-25,2020-05-22,2.0,34.1502,-118.355,San Fernando Valley
261,Toluca Terrace,6.0,459.42,2020-05-25,2020-05-22,1.0,,,
262,Toluca Woods,4.0,215.29,2020-05-25,2020-05-22,1.0,,,
263,Torrance,356.0,238.5,2020-05-25,2020-05-22,12.0,33.8408,-118.3454,South Bay
264,Tujunga,112.0,402.73,2020-05-25,2020-05-22,5.0,34.2633,-118.3027,Verdugos
265,Twin Lakes/Oat Mountain,4.0,241.25,2020-05-25,2020-05-22,0.0,,,
266,University Hills,11.0,320.79,2020-05-25,2020-05-22,0.0,,,
267,University Park,158.0,575.47,2020-05-25,2020-05-22,15.0,34.0315,-118.2797,South L.A.
268,Val Verde,20.0,604.41,2020-05-25,2020-05-22,4.0,,,
269,Valencia,7.0,227.86,2020-05-25,2020-05-22,0.0,,,
270,Valinda,77.0,329.47,2020-05-25,2020-05-22,13.0,34.0433,-117.9331,San Gabriel Valley
271,Valley Glen,121.0,403.12,2020-05-25,2020-05-22,10.0,34.1838,-118.4172,San Fernando Valley
272,Valley Village,195.0,788.83,2020-05-25,2020-05-22,7.0,34.1633,-118.3842,San Fernando Valley
273,Van Nuys,641.0,687.81,2020-05-25,2020-05-22,34.0,34.1899,-118.4514,San Fernando Valley
274,Venice,64.0,188.87,2020-05-25,2020-05-22,2.0,33.9764,-118.4667,
275,Vermont Knolls,125.0,726.74,2020-05-25,2020-05-22,6.0,33.9293,-118.2893,South L.A.
276,Vermont Square,79.0,1031.74,2020-05-25,2020-05-22,3.0,34.0037,-118.3002,South L.A.
277,Vermont Vista,278.0,674.99,2020-05-25,2020-05-22,18.0,33.9465,-118.2826,South L.A.
278,Vernon,2.0,956.94,2020-05-25,2020-05-22,1.0,,,
